Row.names	SAMN14088077	SAMN14088076	SAMN14088075	median_TPM	gene_id.84	gene_type.84	chr	start	stop	loc.84	gene_name.107	gene_type.107	chr.107	start.107	stop.107	loc.107	gene_id.107
TOMM22	125.693	124.511	123.928	124.511	ENSG00000100216	protein_coding	chr22	38681948	38685421	chr22:38681948	TOMM22	protein_coding	chr22	38681957	38685421	chr22:38681957	ENSG00000100216
TOMM34	55.7825	55.754	56.6268	55.7825	ENSG00000025772	protein_coding	chr20	44942130	44960486	chr20:44942130	TOMM34	protein_coding	chr20	44942130	44960397	chr20:44942130	ENSG00000025772
TOMM40	143.19739	142.48548	143.87732	143.19739	ENSG00000130204	protein_coding	chr19	44890569	44903689	chr19:44890569	TOMM40	protein_coding	chr19	44890569	44903689	chr19:44890569	ENSG00000130204
TOMM40L	19.4051	19.94965	20.26536	19.94965	ENSG00000158882	protein_coding	chr1	161225939	161230744	chr1:161225939	TOMM40L	protein_coding	chr1	161225939	161230746	chr1:161225939	ENSG00000158882
TOMM5	260.630986	268.219112	259.303639	260.630986	ENSG00000175768	protein_coding	chr9	37582646	37592642	chr9:37582646	TOMM5	protein_coding	chr9	37582646	37592604	chr9:37582646	ENSG00000175768
TOMM6	462.0741	431.807	436.3045	436.3045	ENSG00000214736	protein_coding	chr6	41787662	41789898	chr6:41787662	TOMM6	protein_coding	chr6	41787662	41789898	chr6:41787662	ENSG00000214736
TOMM7	535.7193	543.80595	558.511867	543.80595	ENSG00000196683	protein_coding	chr7	22812628	22822852	chr7:22812628	TOMM7	protein_coding	chr7	22812628	22822849	chr7:22812628	ENSG00000196683
TOMM70A	82.7128	81.8275	80.9075	81.8275	ENSG00000154174	protein_coding	chr3	100363431	100401398	chr3:100363431	TOMM70	protein_coding	chr3	100363431	100401089	chr3:100363431	ENSG00000154174
TONSL	13.423678	14.730105	13.766957	13.766957	ENSG00000160949	protein_coding	chr8	144428775	144444444	chr8:144428775	TONSL	protein_coding	chr8	144428775	144444440	chr8:144428775	ENSG00000160949
TOP1	148.747	150.795	145.582	148.747	ENSG00000198900	protein_coding	chr20	41028818	41124487	chr20:41028818	TOP1	protein_coding	chr20	41028822	41124487	chr20:41028822	ENSG00000198900
TOP1MT	29.67461574	29.4467009	28.99539	29.4467009	ENSG00000184428	protein_coding	chr8	143304384	143359979	chr8:143304384	TOP1MT	protein_coding	chr8	143304384	143359979	chr8:143304384	ENSG00000184428
TOP2A	186.441	193.668	187.189	187.189	ENSG00000131747	protein_coding	chr17	40388516	40417950	chr17:40388516	TOP2A	protein_coding	chr17	40388525	40417896	chr17:40388525	ENSG00000131747
TOP2B	144.0704	144.6176	146.6046	144.6176	ENSG00000077097	protein_coding	chr3	25597905	25664907	chr3:25597905	TOP2B	protein_coding	chr3	25597978	25664909	chr3:25597978	ENSG00000077097
TOP3A	19.29769	18.64475	19.28956	19.28956	ENSG00000177302	protein_coding	chr17	18271428	18315007	chr17:18271428	TOP3A	protein_coding	chr17	18271428	18315007	chr17:18271428	ENSG00000177302
TOP3B	19.9992	19.88335	21.73102	19.9992	ENSG00000100038	protein_coding	chr22	21957025	21982816	chr22:21957025	TOP3B	protein_coding	chr22	21957025	21982813	chr22:21957025	ENSG00000100038
TOPBP1	62.9464	63.7511	62.7085	62.9464	ENSG00000163781	protein_coding	chr3	133598175	133661893	chr3:133598175	TOPBP1	protein_coding	chr3	133598175	133662380	chr3:133598175	ENSG00000163781
TOPORS	31.38104	31.5655	30.53576	31.38104	ENSG00000197579	protein_coding	chr9	32540544	32552553	chr9:32540544	TOPORS	protein_coding	chr9	32540544	32552586	chr9:32540544	ENSG00000197579
TOPORS-AS1	3.530138	4.533286	3.794695	3.794695	ENSG00000235453	antisense	chr9	32551144	32567005	chr9:32551144	SMIM27	protein_coding	chr9	32551144	32568621	chr9:32551144	ENSG00000235453
TOR1A	36.0504	36.3889	37.6315	36.3889	ENSG00000136827	protein_coding	chr9	129812944	129824134	chr9:129812944	TOR1A	protein_coding	chr9	129812942	129824244	chr9:129812942	ENSG00000136827
TOR1AIP1	47.634917	46.087361	44.07006	46.087361	ENSG00000143337	protein_coding	chr1	179882042	179925000	chr1:179882042	TOR1AIP1	protein_coding	chr1	179882042	179920077	chr1:179882042	ENSG00000143337
TOR1AIP2	46.2513	45.7774	45.6527	45.7774	ENSG00000169905	protein_coding	chr1	179839967	179877803	chr1:179839967	TOR1AIP2	protein_coding	chr1	179839967	179877803	chr1:179839967	ENSG00000169905
TOR1B	15.478	15.9066	17.026	15.9066	ENSG00000136816	protein_coding	chr9	129803153	129811281	chr9:129803153	TOR1B	protein_coding	chr9	129803157	129811281	chr9:129803157	ENSG00000136816
TOR2A	14.45869	14.017368	15.59084	14.45869	ENSG00000160404	protein_coding	chr9	127731524	127735317	chr9:127731524	TOR2A	protein_coding	chr9	127731524	127735313	chr9:127731524	ENSG00000160404
TOR3A	32.275301	31.397773	32.5405	32.275301	ENSG00000186283	protein_coding	chr1	179081377	179098023	chr1:179081377	TOR3A	protein_coding	chr1	179082070	179098023	chr1:179082070	ENSG00000186283
TOX2	1.98007	2.503225	2.076074	2.076074	ENSG00000124191	protein_coding	chr20	43914864	44069616	chr20:43914864	TOX2	protein_coding	chr20	43914852	44069616	chr20:43914852	ENSG00000124191
TOX4	28.61407	27.63715	28.10065	28.10065	ENSG00000092203	protein_coding	chr14	21476597	21499175	chr14:21476597	TOX4	protein_coding	chr14	21476597	21499175	chr14:21476597	ENSG00000092203
TP53	93.118623	91.640489	89.69402814	91.640489	ENSG00000141510	protein_coding	chr17	7661779	7687550	chr17:7661779	TP53	protein_coding	chr17	7661779	7687538	chr17:7661779	ENSG00000141510
TP53BP1	23.45399	22.80974	24.284080778149	23.45399	ENSG00000067369	protein_coding	chr15	43403061	43510728	chr15:43403061	TP53BP1	protein_coding	chr15	43403061	43510728	chr15:43403061	ENSG00000067369
TP53BP2	49.92583	48.86905	46.9458	48.86905	ENSG00000143514	protein_coding	chr1	223779899	223845972	chr1:223779899	TP53BP2	protein_coding	chr1	223779893	223845954	chr1:223779893	ENSG00000143514
TP53I11	13.208056	13.969132	15.067727	13.969132	ENSG00000175274	protein_coding	chr11	44885903	44951306	chr11:44885903	TP53I11	protein_coding	chr11	44885903	44951306	chr11:44885903	ENSG00000175274
TP53I13	8.65476	8.25349	9.91072	8.65476	ENSG00000167543	protein_coding	chr17	29566052	29573157	chr17:29566052	TP53I13	protein_coding	chr17	29566052	29573157	chr17:29566052	ENSG00000167543
TP53I3	7.170096	8.303641	8.470013	8.303641	ENSG00000115129	protein_coding	chr2	24077433	24085861	chr2:24077433	TP53I3	protein_coding	chr2	24077433	24085861	chr2:24077433	ENSG00000115129
TP53INP1	4.42737	4.493420264574	4.30935	4.42737	ENSG00000164938	protein_coding	chr8	94925972	94949411	chr8:94925972	TP53INP1	protein_coding	chr8	94925972	94949378	chr8:94925972	ENSG00000164938
TP53INP2	3.69629	4.462374	4.02426	4.02426	ENSG00000078804	protein_coding	chr20	34704290	34713439	chr20:34704290	TP53INP2	protein_coding	chr20	34704339	34713439	chr20:34704339	ENSG00000078804
TP53RK	24.2492	23.5373	23.4219	23.5373	ENSG00000172315	protein_coding	chr20	46684365	46689779	chr20:46684365	TP53RK	protein_coding	chr20	46684365	46689444	chr20:46684365	ENSG00000172315
TP53TG1	8.79345	10.17519	10.60847	10.17519	ENSG00000182165	lincRNA	chr7	87325225	87345515	chr7:87325225	TP53TG1	lncRNA	chr7	87322943	87345560	chr7:87322943	ENSG00000182165
TP73	4.9082548971479	5.84329212349838	5.563065681451	5.563065681451	ENSG00000078900	protein_coding	chr1	3652520	3736201	chr1:3652520	TP73	protein_coding	chr1	3652516	3736201	chr1:3652516	ENSG00000078900
TPBG	8.826012	8.626598	8.711505	8.711505	ENSG00000146242	protein_coding	chr6	82363206	82370828	chr6:82363206	TPBG	protein_coding	chr6	82363206	82367420	chr6:82363206	ENSG00000146242
TPCN1	6.006035	5.81153917047	5.881002	5.881002	ENSG00000186815	protein_coding	chr12	113221050	113298585	chr12:113221050	TPCN1	protein_coding	chr12	113221050	113298585	chr12:113221050	ENSG00000186815
TPCN2	5.05522	5.52503980056	6.290702	5.52503980056	ENSG00000162341	protein_coding	chr11	69048897	69090604	chr11:69048897	TPCN2	protein_coding	chr11	69048932	69136316	chr11:69048932	ENSG00000162341
TPD52	64.814777	63.687441	64.690986	64.690986	ENSG00000076554	protein_coding	chr8	80034745	80231232	chr8:80034745	TPD52	protein_coding	chr8	80034745	80231232	chr8:80034745	ENSG00000076554
TPD52L1	31.523675	31.05939801454	30.374325	31.05939801454	ENSG00000111907	protein_coding	chr6	125119049	125264407	chr6:125119049	TPD52L1	protein_coding	chr6	125119049	125264407	chr6:125119049	ENSG00000111907
TPD52L2	68.3435082	68.24059556067	71.3694810026061	68.3435082	ENSG00000101150	protein_coding	chr20	63865228	63891545	chr20:63865228	TPD52L2	protein_coding	chr20	63865228	63891545	chr20:63865228	ENSG00000101150
TPGS1	5.24303	5.41733	5.11224	5.24303	ENSG00000141933	protein_coding	chr19	507497	519654	chr19:507497	TPGS1	protein_coding	chr19	507497	519654	chr19:507497	ENSG00000141933
TPGS2	227.543318	222.025283	221.869275	222.025283	ENSG00000134779	protein_coding	chr18	36777647	36829216	chr18:36777647	TPGS2	protein_coding	chr18	36777647	36829216	chr18:36777647	ENSG00000134779
TPI1	1025.588712	1019.902993	1034.930861	1025.588712	ENSG00000111669	protein_coding	chr12	6867119	6870948	chr12:6867119	TPI1	protein_coding	chr12	6867119	6870948	chr12:6867119	ENSG00000111669
TPK1	1.178452	1.43025	1.239318	1.239318	ENSG00000196511	protein_coding	chr7	144451941	144836395	chr7:144451941	TPK1	protein_coding	chr7	144451941	144836395	chr7:144451941	ENSG00000196511
TPM1	44.355349116759	42.643280492	42.432409	42.643280492	ENSG00000140416	protein_coding	chr15	63042632	63071915	chr15:63042632	TPM1	protein_coding	chr15	63042632	63071915	chr15:63042632	ENSG00000140416
TPM2	6.154901	6.326786	6.824739	6.326786	ENSG00000198467	protein_coding	chr9	35681992	35691020	chr9:35681992	TPM2	protein_coding	chr9	35681992	35690056	chr9:35681992	ENSG00000198467
TPM3	331.633753	330.281973	326.162478	330.281973	ENSG00000143549	protein_coding	chr1	154155304	154194648	chr1:154155304	TPM3	protein_coding	chr1	154155304	154194648	chr1:154155304	ENSG00000143549
TPM4	98.657114	98.5794	98.3952	98.5794	ENSG00000167460	protein_coding	chr19	16067021	16103005	chr19:16067021	TPM4	protein_coding	chr19	16067021	16103002	chr19:16067021	ENSG00000167460
TPMT	33.7597	33.9554	32.1654	33.7597	ENSG00000137364	protein_coding	chr6	18128311	18155074	chr6:18128311	TPMT	protein_coding	chr6	18128311	18155077	chr6:18128311	ENSG00000137364
TPP1	31.4484799	31.291583	32.893965	31.4484799	ENSG00000166340	protein_coding	chr11	6612763	6619461	chr11:6612763	TPP1	protein_coding	chr11	6612768	6619448	chr11:6612768	ENSG00000166340
TPP2	35.9412	36.0374	37.3015	36.0374	ENSG00000134900	protein_coding	chr13	102597003	102679958	chr13:102597003	TPP2	protein_coding	chr13	102596958	102679958	chr13:102596958	ENSG00000134900
TPPP	1.71692	1.72859	1.80905	1.72859	ENSG00000171368	protein_coding	chr5	659862	693395	chr5:659862	TPPP	protein_coding	chr5	659862	693352	chr5:659862	ENSG00000171368
TPPP3	2.21769	2.14745	1.9012921	2.14745	ENSG00000159713	protein_coding	chr16	67389809	67393535	chr16:67389809	TPPP3	protein_coding	chr16	67389809	67393518	chr16:67389809	ENSG00000159713
TPR	112.156	117.427	114.80004	114.80004	ENSG00000047410	protein_coding	chr1	186311652	186375693	chr1:186311652	TPR	protein_coding	chr1	186311652	186375693	chr1:186311652	ENSG00000047410
TPRA1	12.583752	13.80107919	12.99945	12.99945	ENSG00000163870	protein_coding	chr3	127573069	127598251	chr3:127573069	TPRA1	protein_coding	chr3	127571232	127598267	chr3:127571232	ENSG00000163870
TPRG1L	14.01918	12.96294	13.73354	13.73354	ENSG00000158109	protein_coding	chr1	3625002	3630127	chr1:3625002	TPRG1L	protein_coding	chr1	3625015	3630127	chr1:3625015	ENSG00000158109
TPRKB	114.5134643	132.031527	114.744135283	114.744135283	ENSG00000144034	protein_coding	chr2	73729104	73737400	chr2:73729104	TPRKB	protein_coding	chr2	73729104	73737400	chr2:73729104	ENSG00000144034
TPRN	8.12888	10.0356	9.54788	9.54788	ENSG00000176058	protein_coding	chr9	137191617	137204193	chr9:137191617	TPRN	protein_coding	chr9	137191617	137204193	chr9:137191617	ENSG00000176058
TPST1	8.47109	10.2067	9.04131	9.04131	ENSG00000169902	protein_coding	chr7	66205199	66420543	chr7:66205199	TPST1	protein_coding	chr7	66205317	66420543	chr7:66205317	ENSG00000169902
TPST2	11.28492	10.97048	11.8859	11.28492	ENSG00000128294	protein_coding	chr22	26521983	26596717	chr22:26521983	TPST2	protein_coding	chr22	26521996	26596717	chr22:26521996	ENSG00000128294
TPT1	2420.96603	2432.04055	2447.818632	2432.04055	ENSG00000133112	protein_coding	chr13	45333471	45341370	chr13:45333471	TPT1	protein_coding	chr13	45333471	45341284	chr13:45333471	ENSG00000133112
TPT1-AS1	8.944579	6.1040938	7.408201	7.408201	ENSG00000170919	antisense	chr13	45341345	45393413	chr13:45341345	TPT1-AS1	lncRNA	chr13	45341345	45417975	chr13:45341345	ENSG00000170919
TPX2	143.31521	146.801409	142.88937	143.31521	ENSG00000088325	protein_coding	chr20	31739271	31801805	chr20:31739271	TPX2	protein_coding	chr20	31739271	31801805	chr20:31739271	ENSG00000088325
TRA2A	136.44014	139.69573	135.592353	136.44014	ENSG00000164548	protein_coding	chr7	23504780	23532041	chr7:23504780	TRA2A	protein_coding	chr7	23504780	23532041	chr7:23504780	ENSG00000164548
TRA2B	250.55751	256.2951	250.70476	250.70476	ENSG00000136527	protein_coding	chr3	185915906	185938136	chr3:185915906	TRA2B	protein_coding	chr3	185914558	185938103	chr3:185914558	ENSG00000136527
TRABD	31.476436	33.80879	34.10402	33.80879	ENSG00000170638	protein_coding	chr22	50185915	50199598	chr22:50185915	TRABD	protein_coding	chr22	50185913	50199598	chr22:50185913	ENSG00000170638
TRADD	4.18499	3.85923	3.82901	3.85923	ENSG00000102871	protein_coding	chr16	67154180	67160298	chr16:67154180	TRADD	protein_coding	chr16	67154185	67159909	chr16:67154185	ENSG00000102871
TRAF2	14.2575	13.9873	14.1979	14.1979	ENSG00000127191	protein_coding	chr9	136881912	136926607	chr9:136881912	TRAF2	protein_coding	chr9	136881912	136926607	chr9:136881912	ENSG00000127191
TRAF3	17.363386	16.66671	16.3569176437159	16.66671	ENSG00000131323	protein_coding	chr14	102777476	102911500	chr14:102777476	TRAF3	protein_coding	chr14	102777449	102911500	chr14:102777449	ENSG00000131323
TRAF3IP1	19.60536	19.05211	19.35157	19.35157	ENSG00000204104	protein_coding	chr2	238320441	238400900	chr2:238320441	TRAF3IP1	protein_coding	chr2	238320441	238400897	chr2:238320441	ENSG00000204104
TRAF3IP2	4.183696	5.015596	4.470129	4.470129	ENSG00000056972	protein_coding	chr6	111556454	111606278	chr6:111556454	TRAF3IP2	protein_coding	chr6	111555381	111606906	chr6:111555381	ENSG00000056972
TRAF3IP2-AS1	10.509966	9.8024	10.330927	10.330927	ENSG00000231889	antisense	chr6	111483511	111598302	chr6:111483511	TRAF3IP2-AS1	lncRNA	chr6	111483459	111598783	chr6:111483459	ENSG00000231889
TRAF4	28.86151	33.44733	38.46313	33.44733	ENSG00000076604	protein_coding	chr17	28743984	28750958	chr17:28743984	TRAF4	protein_coding	chr17	28744011	28750956	chr17:28744011	ENSG00000076604
TRAF5	7.11922	7.435862	8.346366	7.435862	ENSG00000082512	protein_coding	chr1	211326615	211374946	chr1:211326615	TRAF5	protein_coding	chr1	211326615	211374946	chr1:211326615	ENSG00000082512
TRAF6	10.34898	10.62356	10.41842	10.41842	ENSG00000175104	protein_coding	chr11	36487027	36510272	chr11:36487027	TRAF6	protein_coding	chr11	36483769	36510272	chr11:36483769	ENSG00000175104
TRAF7	25.2254	25.7522	25.74789	25.74789	ENSG00000131653	protein_coding	chr16	2155698	2178129	chr16:2155698	TRAF7	protein_coding	chr16	2155698	2178129	chr16:2155698	ENSG00000131653
TRAFD1	32.71896	31.76239	32.63604	32.63604	ENSG00000135148	protein_coding	chr12	112125501	112153609	chr12:112125501	TRAFD1	protein_coding	chr12	112125538	112153604	chr12:112125538	ENSG00000135148
TRAIP	18.31913	18.69113	19.17522	18.69113	ENSG00000183763	protein_coding	chr3	49828599	49856574	chr3:49828599	TRAIP	protein_coding	chr3	49828601	49856574	chr3:49828601	ENSG00000183763
TRAK1	19.7775450119863	19.24771031282	19.92194073	19.7775450119863	ENSG00000182606	protein_coding	chr3	42013802	42225889	chr3:42013802	TRAK1	protein_coding	chr3	42013802	42225890	chr3:42013802	ENSG00000182606
TRAK2	11.984941	11.737516	11.337049	11.737516	ENSG00000115993	protein_coding	chr2	201377207	201451611	chr2:201377207	TRAK2	protein_coding	chr2	201377207	201451500	chr2:201377207	ENSG00000115993
TRAM1	199.327554	204.223779	194.059558	199.327554	ENSG00000067167	protein_coding	chr8	70573442	70608387	chr8:70573442	TRAM1	protein_coding	chr8	70573218	70608416	chr8:70573218	ENSG00000067167
TRAM1L1	3.68216	3.50379	3.87335	3.68216	ENSG00000174599	protein_coding	chr4	117083554	117085576	chr4:117083554	TRAM1L1	protein_coding	chr4	117083554	117085576	chr4:117083554	ENSG00000174599
TRAM2	6.63533	6.86168	6.82852	6.82852	ENSG00000065308	protein_coding	chr6	52497402	52576915	chr6:52497402	TRAM2	protein_coding	chr6	52497408	52577060	chr6:52497408	ENSG00000065308
TRAM2-AS1	6.121436	5.348981	4.6109	5.348981	ENSG00000225791	lincRNA	chr6	52577307	52583993	chr6:52577307	TRAM2-AS1	lncRNA	chr6	52576787	52643058	chr6:52576787	ENSG00000225791
TRAP1	213.34419	212.06212	213.66524	213.34419	ENSG00000126602	protein_coding	chr16	3651639	3717597	chr16:3651639	TRAP1	protein_coding	chr16	3651639	3717553	chr16:3651639	ENSG00000126602
TRAPPC1	161.9771	165.9179	167.1311	165.9179	ENSG00000170043	protein_coding	chr17	7930345	7932123	chr17:7930345	TRAPPC1	protein_coding	chr17	7930345	7932123	chr17:7930345	ENSG00000170043
TRAPPC10	21.47047	22.67543	23.50589	22.67543	ENSG00000160218	protein_coding	chr21	44012319	44106552	chr21:44012319	TRAPPC10	protein_coding	chr21	44012309	44106552	chr21:44012309	ENSG00000160218
TRAPPC11	17.86868	18.3158919	19.5767000995555	18.3158919	ENSG00000168538	protein_coding	chr4	183659267	183713594	chr4:183659267	TRAPPC11	protein_coding	chr4	183659267	183713594	chr4:183659267	ENSG00000168538
TRAPPC12	18.17047	17.45006	17.64871	17.64871	ENSG00000171853	protein_coding	chr2	3379675	3485094	chr2:3379675	TRAPPC12	protein_coding	chr2	3379675	3485094	chr2:3379675	ENSG00000171853
TRAPPC13	39.60703	43.37121	40.33032	40.33032	ENSG00000113597	protein_coding	chr5	65624716	65666233	chr5:65624716	TRAPPC13	protein_coding	chr5	65625004	65666233	chr5:65625004	ENSG00000113597
TRAPPC2	20.89455	25.59852	21.52911	21.52911	ENSG00000196459	protein_coding	chrX	13712244	13734635	chrX:13712244	TRAPPC2	protein_coding	chrX	13712244	13734635	chrX:13712244	ENSG00000196459
TRAPPC2L	108.596579	128.418764	115.897018	115.897018	ENSG00000167515	protein_coding	chr16	88856220	88862686	chr16:88856220	TRAPPC2L	protein_coding	chr16	88856220	88862686	chr16:88856220	ENSG00000167515
TRAPPC2P1	6.835939	7.040604	6.806028	6.835939	ENSG00000256060	protein_coding	chr19	57363511	57365353	chr19:57363511	TRAPPC2B	protein_coding	chr19	57363551	57365405	chr19:57363551	ENSG00000256060
TRAPPC3	68.637084784	63.313091	70.419433	68.637084784	ENSG00000054116	protein_coding	chr1	36136570	36156053	chr1:36136570	TRAPPC3	protein_coding	chr1	36136570	36156053	chr1:36136570	ENSG00000054116
TRAPPC4	89.310915	91.203703	91.227794	91.203703	ENSG00000196655	protein_coding	chr11	119018432	119025454	chr11:119018432	TRAPPC4	protein_coding	chr11	119018763	119025454	chr11:119018763	ENSG00000196655
TRAPPC5	74.522584	73.311678088194	83.742128	74.522584	ENSG00000181029	protein_coding	chr19	7680843	7687703	chr19:7680843	TRAPPC5	protein_coding	chr19	7680833	7687703	chr19:7680833	ENSG00000181029
TRAPPC6A	10.98477	11.76721	12.511098	11.76721	ENSG00000007255	protein_coding	chr19	45162928	45178237	chr19:45162928	TRAPPC6A	protein_coding	chr19	45162928	45178237	chr19:45162928	ENSG00000007255
TRAPPC6B	29.27798	29.8267	29.287	29.287	ENSG00000182400	protein_coding	chr14	39147811	39170532	chr14:39147811	TRAPPC6B	protein_coding	chr14	39147811	39170532	chr14:39147811	ENSG00000182400
TRAPPC8	52.895239	51.7999	53.1218	52.895239	ENSG00000153339	protein_coding	chr18	31829173	31953136	chr18:31829173	TRAPPC8	protein_coding	chr18	31829197	31953136	chr18:31829197	ENSG00000153339
TRAPPC9	4.1032	4.130918	4.230003	4.130918	ENSG00000167632	protein_coding	chr8	139730343	140458579	chr8:139730343	TRAPPC9	protein_coding	chr8	139727725	140458579	chr8:139727725	ENSG00000167632
TRDMT1	9.201444	9.577812	8.478241	9.201444	ENSG00000107614	protein_coding	chr10	17142254	17202054	chr10:17142254	TRDMT1	protein_coding	chr10	17137336	17202054	chr10:17137336	ENSG00000107614
TRERF1	1.940307	1.784991	1.791385	1.791385	ENSG00000124496	protein_coding	chr6	42224931	42452051	chr6:42224931	TRERF1	protein_coding	chr6	42224931	42452051	chr6:42224931	ENSG00000124496
TREX2	3.289098	2.7404864	3.132725	3.132725	ENSG00000183479	protein_coding	chrX	153444720	153470587	chrX:153444720	TREX2	protein_coding	chrX	153444473	153470587	chrX:153444473	ENSG00000183479
TRHDE-AS1	1.766631	2.406414	3.438875	2.406414	ENSG00000236333	processed_transcript	chr12	72253508	72274907	chr12:72253508	TRHDE-AS1	lncRNA	chr12	72249964	72276954	chr12:72249964	ENSG00000236333
TRIAP1	91.8497	85.6838	91.5359	91.5359	ENSG00000170855	protein_coding	chr12	120443961	120446412	chr12:120443961	TRIAP1	protein_coding	chr12	120443964	120446384	chr12:120443964	ENSG00000170855
TRIB1	13.69499	14.26809	13.48823	13.69499	ENSG00000173334	protein_coding	chr8	125430321	125438405	chr8:125430321	TRIB1	protein_coding	chr8	125430358	125438403	chr8:125430358	ENSG00000173334
TRIB2	5.345978	5.055509	5.682001	5.345978	ENSG00000071575	protein_coding	chr2	12716889	12742734	chr2:12716889	TRIB2	protein_coding	chr2	12716910	12742734	chr2:12716910	ENSG00000071575
TRIB3	9.6237439	9.826833	9.686769	9.686769	ENSG00000101255	protein_coding	chr20	362835	397559	chr20:362835	TRIB3	protein_coding	chr20	362835	397559	chr20:362835	ENSG00000101255
TRIM11	28.40166	29.02444	28.72969	28.72969	ENSG00000154370	protein_coding	chr1	228393673	228406840	chr1:228393673	TRIM11	protein_coding	chr1	228393673	228406835	chr1:228393673	ENSG00000154370
TRIM13	21.48973	21.561379	21.398474	21.48973	ENSG00000204977	protein_coding	chr13	49995888	50020481	chr13:49995888	TRIM13	protein_coding	chr13	49995888	50020481	chr13:49995888	ENSG00000204977
TRIM14	9.913105	9.201859	9.820602	9.820602	ENSG00000106785	protein_coding	chr9	98069275	98119212	chr9:98069275	TRIM14	protein_coding	chr9	98069275	98119222	chr9:98069275	ENSG00000106785
TRIM16	9.352375	9.32454	9.55434	9.352375	ENSG00000221926	protein_coding	chr17	15627960	15684311	chr17:15627960	TRIM16	protein_coding	chr17	15627960	15684311	chr17:15627960	ENSG00000221926
TRIM2	17.536221	15.591623	18.184868	17.536221	ENSG00000109654	protein_coding	chr4	153152342	153339320	chr4:153152342	TRIM2	protein_coding	chr4	153152163	153339319	chr4:153152163	ENSG00000109654
TRIM21	3.42809	3.94996	3.98072	3.94996	ENSG00000132109	protein_coding	chr11	4384897	4393696	chr11:4384897	TRIM21	protein_coding	chr11	4384897	4393702	chr11:4384897	ENSG00000132109
TRIM23	18.08761	17.21975	16.0912657	17.21975	ENSG00000113595	protein_coding	chr5	65589680	65625975	chr5:65589680	TRIM23	protein_coding	chr5	65589690	65625975	chr5:65589690	ENSG00000113595
TRIM24	50.89136	52.1672502566	50.479933439	50.89136	ENSG00000122779	protein_coding	chr7	138460334	138589993	chr7:138460334	TRIM24	protein_coding	chr7	138460259	138589996	chr7:138460259	ENSG00000122779
TRIM25	18.593825	17.9971	18.1102	18.1102	ENSG00000121060	protein_coding	chr17	56887909	56914038	chr17:56887909	TRIM25	protein_coding	chr17	56836387	56914080	chr17:56836387	ENSG00000121060
TRIM26	21.29556	20.41387	21.71966	21.29556	ENSG00000234127	protein_coding	chr6	30184455	30213427	chr6:30184455	TRIM26	protein_coding	chr6	30184455	30213427	chr6:30184455	ENSG00000234127
TRIM27	59.2394	61.138414	61.378653	61.138414	ENSG00000204713	protein_coding	chr6	28903002	28923989	chr6:28903002	TRIM27	protein_coding	chr6	28903002	28923988	chr6:28903002	ENSG00000204713
TRIM28	253.3017	255.7305	254.2998	254.2998	ENSG00000130726	protein_coding	chr19	58544091	58550722	chr19:58544091	TRIM28	protein_coding	chr19	58544064	58550722	chr19:58544064	ENSG00000130726
TRIM3	4.490138	4.05516521	4.22882	4.22882	ENSG00000110171	protein_coding	chr11	6448613	6474459	chr11:6448613	TRIM3	protein_coding	chr11	6448613	6474459	chr11:6448613	ENSG00000110171
TRIM32	11.39276	10.43398	11.11943	11.11943	ENSG00000119401	protein_coding	chr9	116687302	116701300	chr9:116687302	TRIM32	protein_coding	chr9	116687305	116701300	chr9:116687305	ENSG00000119401
TRIM33	38.08915	36.4733	36.92392	36.92392	ENSG00000197323	protein_coding	chr1	114392777	114511160	chr1:114392777	TRIM33	protein_coding	chr1	114392790	114511203	chr1:114392790	ENSG00000197323
TRIM35	5.68472	5.90171	6.13037	5.90171	ENSG00000104228	protein_coding	chr8	27284887	27311319	chr8:27284887	TRIM35	protein_coding	chr8	27284886	27311272	chr8:27284886	ENSG00000104228
TRIM36	6.65423	6.703624	5.839065	6.65423	ENSG00000152503	protein_coding	chr5	115124762	115180546	chr5:115124762	TRIM36	protein_coding	chr5	115124762	115180546	chr5:115124762	ENSG00000152503
TRIM37	37.6237	38.863451	39.78511	38.863451	ENSG00000108395	protein_coding	chr17	58982638	59106921	chr17:58982638	TRIM37	protein_coding	chr17	58982638	59106921	chr17:58982638	ENSG00000108395
TRIM38	2.00686	1.96108	2.26144	2.00686	ENSG00000112343	protein_coding	chr6	25962802	25991226	chr6:25962802	TRIM38	protein_coding	chr6	25962802	25991231	chr6:25962802	ENSG00000112343
TRIM39	7.3401006366	6.534169827	6.92600501	6.92600501	ENSG00000204599	protein_coding	chr6	30326479	30343729	chr6:30326479	TRIM39	protein_coding	chr6	30326479	30343729	chr6:30326479	ENSG00000204599
TRIM39-RPP21	0.316654	1.1427	1.84996	1.1427	ENSG00000248167	protein_coding	chr6	30328907	30346854	chr6:30328907	TRIM39-RPP21	protein_coding	chr6	30328907	30346854	chr6:30328907	ENSG00000248167
TRIM4	19.526590151887	19.33445	18.6383300273944	19.33445	ENSG00000146833	protein_coding	chr7	99876958	99919600	chr7:99876958	TRIM4	protein_coding	chr7	99876958	99919531	chr7:99876958	ENSG00000146833
TRIM41	33.34101	31.81675	32.72065	32.72065	ENSG00000146063	protein_coding	chr5	181222499	181235809	chr5:181222499	TRIM41	protein_coding	chr5	181222499	181235808	chr5:181222499	ENSG00000146063
