Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id.84.x	gene_type.84.x	chr.x	start.x	stop.x	loc.84.x	gene_name.107.x	gene_type.107.x	chr.107.x	start.107.x	stop.107.x	loc.107.x	gene_id.107.x	gene_id.84.y	gene_type.84.y	chr.y	start.y	stop.y	loc.84.y	gene_name.107.y	gene_type.107.y	chr.107.y	start.107.y	stop.107.y	loc.107.y	gene_id.107.y
ST6GALNAC1	3079.71826245484	2.14569107871895	0.1923241526128	11.1566386726206	6.64569765071856e-29	3.01679695986566e-26	ENSG00000070526	protein_coding	chr17	76624761	76643838	chr17:76624761	ST6GALNAC1	protein_coding	chr17	76624761	76643786	chr17:76624761	ENSG00000070526	ENSG00000070526	protein_coding	chr17	76624761	76643838	chr17:76624761	ST6GALNAC1	protein_coding	chr17	76624761	76643786	chr17:76624761	ENSG00000070526
ST7	2670.97366475561	-1.38349219706318	0.194599365818848	-7.10943836451694	1.16516120009235e-12	1.28839940394827e-10	ENSG00000004866	protein_coding	chr7	116953238	117230103	chr7:116953238	ST7	protein_coding	chr7	116953238	117230176	chr7:116953238	ENSG00000004866	ENSG00000004866	protein_coding	chr7	116953238	117230103	chr7:116953238	ST7	protein_coding	chr7	116953238	117230176	chr7:116953238	ENSG00000004866
STARD4	2195.46452748984	1.36652623211168	0.194860133447068	7.01285690375907	2.33500239858851e-12	2.48634514664517e-10	ENSG00000164211	protein_coding	chr5	111496033	111512590	chr5:111496033	STARD4	protein_coding	chr5	111496033	111512590	chr5:111496033	ENSG00000164211	ENSG00000164211	protein_coding	chr5	111496033	111512590	chr5:111496033	STARD4	protein_coding	chr5	111496033	111512590	chr5:111496033	ENSG00000164211
STEAP1	3943.43514633011	1.00212498861943	0.192455545313285	5.20704657788965	1.91869944298078e-07	1.04350653713022e-05	ENSG00000164647	protein_coding	chr7	90154375	90164829	chr7:90154375	STEAP1	protein_coding	chr7	90154456	90164829	chr7:90154456	ENSG00000164647	ENSG00000164647	protein_coding	chr7	90154375	90164829	chr7:90154375	STEAP1	protein_coding	chr7	90154456	90164829	chr7:90154456	ENSG00000164647
STK17B	891.624335612408	1.63633150420777	0.224943976402306	7.27439574234804	3.47974497130083e-13	4.13969660378891e-11	ENSG00000081320	protein_coding	chr2	196133566	196176503	chr2:196133566	STK17B	protein_coding	chr2	196133583	196176503	chr2:196133583	ENSG00000081320	ENSG00000081320	protein_coding	chr2	196133566	196176503	chr2:196133566	STK17B	protein_coding	chr2	196133583	196176503	chr2:196133583	ENSG00000081320
STK3	942.401977429128	-0.656825341908755	0.21059196355869	-3.11894780223037	0.00181498111527475	0.0294806254599712	ENSG00000104375	protein_coding	chr8	98401403	98942827	chr8:98401403	STK3	protein_coding	chr8	98371228	98942827	chr8:98371228	ENSG00000104375	ENSG00000104375	protein_coding	chr8	98401403	98942827	chr8:98401403	STK3	protein_coding	chr8	98371228	98942827	chr8:98371228	ENSG00000104375
STK39	7895.37676863654	2.09216764797541	0.183077536257204	11.4277682054676	3.03817243984097e-30	1.58813559355323e-27	ENSG00000198648	protein_coding	chr2	167954020	168248141	chr2:167954020	STK39	protein_coding	chr2	167954020	168247595	chr2:167954020	ENSG00000198648	ENSG00000198648	protein_coding	chr2	167954020	168248141	chr2:167954020	STK39	protein_coding	chr2	167954020	168247595	chr2:167954020	ENSG00000198648
STX1A	331.200980160589	1.02471923158026	0.259768385263751	3.9447418920506	7.98859778515055e-05	0.00221548732787535	ENSG00000106089	protein_coding	chr7	73699206	73719672	chr7:73699206	STX1A	protein_coding	chr7	73699206	73719672	chr7:73699206	ENSG00000106089	ENSG00000106089	protein_coding	chr7	73699206	73719672	chr7:73699206	STX1A	protein_coding	chr7	73699206	73719672	chr7:73699206	ENSG00000106089
STXBP5L	2727.79662569244	-0.900912181349402	0.212782962755411	-4.23394885418989	2.29623188996905e-05	0.000782806326125811	ENSG00000145087	protein_coding	chr3	120908072	121424761	chr3:120908072	STXBP5L	protein_coding	chr3	120908072	121424761	chr3:120908072	ENSG00000145087	ENSG00000145087	protein_coding	chr3	120908072	121424761	chr3:120908072	STXBP5L	protein_coding	chr3	120908072	121424761	chr3:120908072	ENSG00000145087
STXBP6	248.027427905372	-1.84046675553286	0.296537606114742	-6.20652058147631	5.41705293700936e-10	4.44972205540055e-08	ENSG00000168952	protein_coding	chr14	24809656	25050297	chr14:24809656	STXBP6	protein_coding	chr14	24809454	25050147	chr14:24809454	ENSG00000168952	ENSG00000168952	protein_coding	chr14	24809656	25050297	chr14:24809656	STXBP6	protein_coding	chr14	24809454	25050147	chr14:24809454	ENSG00000168952
STYK1	397.203564372033	1.29531643202062	0.24833976315076	5.21590427399365	1.82922630421937e-07	9.98549169233673e-06	ENSG00000060140	protein_coding	chr12	10618939	10674318	chr12:10618939	STYK1	protein_coding	chr12	10618923	10674318	chr12:10618923	ENSG00000060140	ENSG00000060140	protein_coding	chr12	10618939	10674318	chr12:10618939	STYK1	protein_coding	chr12	10618923	10674318	chr12:10618923	ENSG00000060140
SUCO	3274.72022371528	0.582437077961436	0.193326351451062	3.01271437437163	0.00258922488145323	0.0382398366481748	ENSG00000094975	protein_coding	chr1	172532349	172611833	chr1:172532349	SUCO	protein_coding	chr1	172532349	172611833	chr1:172532349	ENSG00000094975	ENSG00000094975	protein_coding	chr1	172532349	172611833	chr1:172532349	SUCO	protein_coding	chr1	172532349	172611833	chr1:172532349	ENSG00000094975
SUN2	2734.02880871226	0.663650429691199	0.192556115843248	3.44652999872229	0.00056783551790287	0.0115919085015675	ENSG00000100242	protein_coding	chr22	38734725	38794143	chr22:38734725	SUN2	protein_coding	chr22	38733290	38794143	chr22:38733290	ENSG00000100242	ENSG00000100242	protein_coding	chr22	38734725	38794143	chr22:38734725	SUN2	protein_coding	chr22	38733290	38794143	chr22:38733290	ENSG00000100242
SUSD4	232.451271651705	-1.39560299960637	0.290542936972567	-4.80343116975564	1.55969520667211e-06	7.31107128127551e-05	ENSG00000143502	protein_coding	chr1	223220819	223364202	chr1:223220819	SUSD4	protein_coding	chr1	223220819	223364233	chr1:223220819	ENSG00000143502	ENSG00000143502	protein_coding	chr1	223220819	223364202	chr1:223220819	SUSD4	protein_coding	chr1	223220819	223364233	chr1:223220819	ENSG00000143502
SYNJ1	447.75454401211	0.973921830492515	0.279984883242385	3.47848004940104	0.000504265972943211	0.0104802265461089	ENSG00000159082	protein_coding	chr21	32628759	32728048	chr21:32628759	SYNJ1	protein_coding	chr21	32628759	32728040	chr21:32628759	ENSG00000159082	ENSG00000159082	protein_coding	chr21	32628759	32728048	chr21:32628759	SYNJ1	protein_coding	chr21	32628759	32728040	chr21:32628759	ENSG00000159082
SYT17	136.47750208341	-1.28862537523646	0.374495735825675	-3.44096141013553	0.000579651196509596	0.0117585219004141	ENSG00000103528	protein_coding	chr16	19167971	19268334	chr16:19167971	SYT17	protein_coding	chr16	19167971	19268332	chr16:19167971	ENSG00000103528	ENSG00000103528	protein_coding	chr16	19167971	19268334	chr16:19167971	SYT17	protein_coding	chr16	19167971	19268332	chr16:19167971	ENSG00000103528
SYTL2	1227.6639884178	-0.754788121956794	0.209152942015411	-3.60878558381062	0.000307633735525452	0.00691875089675886	ENSG00000137501	protein_coding	chr11	85694224	85811159	chr11:85694224	SYTL2	protein_coding	chr11	85694224	85811159	chr11:85694224	ENSG00000137501	ENSG00000137501	protein_coding	chr11	85694224	85811159	chr11:85694224	SYTL2	protein_coding	chr11	85694224	85811159	chr11:85694224	ENSG00000137501
TACC2	1465.35070011631	0.670823090446149	0.201394248418107	3.33089497696815	0.000865672559309687	0.0163917142130539	ENSG00000138162	protein_coding	chr10	121989174	122254545	chr10:121989174	TACC2	protein_coding	chr10	121989163	122254545	chr10:121989163	ENSG00000138162	ENSG00000138162	protein_coding	chr10	121989174	122254545	chr10:121989174	TACC2	protein_coding	chr10	121989163	122254545	chr10:121989163	ENSG00000138162
TARBP1	1043.05436255763	-0.721532695686844	0.210288530013649	-3.43115573464712	0.000601015453956693	0.0120833526582202	ENSG00000059588	protein_coding	chr1	234391313	234479103	chr1:234391313	TARBP1	protein_coding	chr1	234391313	234479179	chr1:234391313	ENSG00000059588	ENSG00000059588	protein_coding	chr1	234391313	234479103	chr1:234391313	TARBP1	protein_coding	chr1	234391313	234479179	chr1:234391313	ENSG00000059588
TAX1BP1	5813.85396203436	0.582608946642752	0.186507438540835	3.12378396915891	0.00178541489802708	0.0291100255113111	ENSG00000106052	protein_coding	chr7	27739331	27844564	chr7:27739331	TAX1BP1	protein_coding	chr7	27739331	27844564	chr7:27739331	ENSG00000106052	ENSG00000106052	protein_coding	chr7	27739331	27844564	chr7:27739331	TAX1BP1	protein_coding	chr7	27739331	27844564	chr7:27739331	ENSG00000106052
TBC1D1	1291.43955363098	1.47211106465598	0.202483652572991	7.27027118460991	3.58766531882154e-13	4.23885114723778e-11	ENSG00000065882	protein_coding	chr4	37891087	38139175	chr4:37891087	TBC1D1	protein_coding	chr4	37891084	38139175	chr4:37891084	ENSG00000065882	ENSG00000065882	protein_coding	chr4	37891087	38139175	chr4:37891087	TBC1D1	protein_coding	chr4	37891084	38139175	chr4:37891084	ENSG00000065882
TBC1D4	454.330682446652	1.92438722314891	0.243185653469989	7.9132432184631	2.50768765565304e-15	3.69723180000127e-13	ENSG00000136111	protein_coding	chr13	75284665	75482114	chr13:75284665	TBC1D4	protein_coding	chr13	75283503	75482169	chr13:75283503	ENSG00000136111	ENSG00000136111	protein_coding	chr13	75284665	75482114	chr13:75284665	TBC1D4	protein_coding	chr13	75283503	75482169	chr13:75283503	ENSG00000136111
TBC1D8	472.97809122316	1.04225239899099	0.273003800147685	3.81772121277129	0.000134690002061253	0.00345045078078305	ENSG00000204634	protein_coding	chr2	101007617	101252866	chr2:101007617	TBC1D8	protein_coding	chr2	101007228	101252866	chr2:101007228	ENSG00000204634	ENSG00000204634	protein_coding	chr2	101007617	101252866	chr2:101007617	TBC1D8	protein_coding	chr2	101007228	101252866	chr2:101007228	ENSG00000204634
TBRG1	5221.93899224828	2.00318996310971	0.190120223238701	10.5364380968281	5.86794411726493e-26	2.0244407204564e-23	ENSG00000154144	protein_coding	chr11	124622836	124635398	chr11:124622836	TBRG1	protein_coding	chr11	124622836	124635926	chr11:124622836	ENSG00000154144	ENSG00000154144	protein_coding	chr11	124622836	124635398	chr11:124622836	TBRG1	protein_coding	chr11	124622836	124635926	chr11:124622836	ENSG00000154144
TBX15	105.465219634975	2.71631506311693	0.414018857333503	6.56084865460336	5.35024021286083e-11	4.75730122019842e-09	ENSG00000092607	protein_coding	chr1	118883046	118989556	chr1:118883046	TBX15	protein_coding	chr1	118883046	118989556	chr1:118883046	ENSG00000092607	ENSG00000092607	protein_coding	chr1	118883046	118989556	chr1:118883046	TBX15	protein_coding	chr1	118883046	118989556	chr1:118883046	ENSG00000092607
TES	2550.02879531603	1.12015717442428	0.190405932622503	5.88299513043583	4.02907784820634e-09	2.74709853286796e-07	ENSG00000135269	protein_coding	chr7	116210493	116258783	chr7:116210493	TES	protein_coding	chr7	116210506	116258783	chr7:116210506	ENSG00000135269	ENSG00000135269	protein_coding	chr7	116210493	116258783	chr7:116210493	TES	protein_coding	chr7	116210506	116258783	chr7:116210506	ENSG00000135269
TEX2	2841.02322094448	0.766759617781835	0.210295651835143	3.64610305106509	0.000266247240077216	0.0061074001214521	ENSG00000136478	protein_coding	chr17	64147227	64263301	chr17:64147227	TEX2	protein_coding	chr17	64147227	64263260	chr17:64147227	ENSG00000136478	ENSG00000136478	protein_coding	chr17	64147227	64263301	chr17:64147227	TEX2	protein_coding	chr17	64147227	64263260	chr17:64147227	ENSG00000136478
TGM3	292.881347327855	-2.57902549549121	0.286264381655662	-9.00924341538735	2.07482900431391e-19	4.41861732400185e-17	ENSG00000125780	protein_coding	chr20	2296001	2341078	chr20:2296001	TGM3	protein_coding	chr20	2296001	2341079	chr20:2296001	ENSG00000125780	ENSG00000125780	protein_coding	chr20	2296001	2341078	chr20:2296001	TGM3	protein_coding	chr20	2296001	2341079	chr20:2296001	ENSG00000125780
THRAP3	7944.23171593587	0.783110342429907	0.18222071421822	4.29759232252864	1.72663352908102e-05	0.00060660750257938	ENSG00000054118	protein_coding	chr1	36224416	36305357	chr1:36224416	THRAP3	protein_coding	chr1	36224432	36305357	chr1:36224432	ENSG00000054118	ENSG00000054118	protein_coding	chr1	36224416	36305357	chr1:36224416	THRAP3	protein_coding	chr1	36224432	36305357	chr1:36224432	ENSG00000054118
THRB	505.030078969964	0.860947634228051	0.276070183903133	3.11858246354535	0.00181723281540955	0.0294894318587156	ENSG00000151090	protein_coding	chr3	24117160	24495282	chr3:24117160	THRB	protein_coding	chr3	24117153	24495756	chr3:24117153	ENSG00000151090	ENSG00000151090	protein_coding	chr3	24117160	24495282	chr3:24117160	THRB	protein_coding	chr3	24117153	24495756	chr3:24117153	ENSG00000151090
THUMPD1	3509.21111589923	0.711654176296546	0.193933375219627	3.66958072838472	0.000242948608018598	0.00566332903827136	ENSG00000066654	protein_coding	chr16	20733664	20742084	chr16:20733664	THUMPD1	protein_coding	chr16	20702816	20742084	chr16:20702816	ENSG00000066654	ENSG00000066654	protein_coding	chr16	20733664	20742084	chr16:20733664	THUMPD1	protein_coding	chr16	20702816	20742084	chr16:20702816	ENSG00000066654
TIMM23B	223.142716982815	0.984112515863146	0.314560623601455	3.12853053441935	0.00175682756170707	0.028834705460939	ENSG00000204152	protein_coding	chr10	49942033	49974850	chr10:49942033	TIMM23B	protein_coding	chr10	49942049	49974850	chr10:49942049	ENSG00000204152	ENSG00000204152	protein_coding	chr10	49942033	49974850	chr10:49942033	TIMM23B	protein_coding	chr10	49942049	49974850	chr10:49942049	ENSG00000204152
TIMP2	1310.0266275514	-0.93641106670133	0.203189791174045	-4.60855371370126	4.05479628353033e-06	0.000172278906135217	ENSG00000035862	protein_coding	chr17	78852977	78925387	chr17:78852977	TIMP2	protein_coding	chr17	78852977	78925387	chr17:78852977	ENSG00000035862	ENSG00000035862	protein_coding	chr17	78852977	78925387	chr17:78852977	TIMP2	protein_coding	chr17	78852977	78925387	chr17:78852977	ENSG00000035862
TIPARP	703.808208059662	1.55765620515324	0.23190131506962	6.71689250526935	1.8564081003244e-11	1.74989288145333e-09	ENSG00000163659	protein_coding	chr3	156673235	156706770	chr3:156673235	TIPARP	protein_coding	chr3	156673235	156706770	chr3:156673235	ENSG00000163659	ENSG00000163659	protein_coding	chr3	156673235	156706770	chr3:156673235	TIPARP	protein_coding	chr3	156673235	156706770	chr3:156673235	ENSG00000163659
TLDC1	699.474379382217	0.66884708195479	0.219765071553488	3.04346399192013	0.0023387142786315	0.0358602856056829	ENSG00000140950	protein_coding	chr16	84476421	84554033	chr16:84476421	MEAK7	protein_coding	chr16	84476355	84554033	chr16:84476355	ENSG00000140950	ENSG00000140950	protein_coding	chr16	84476421	84554033	chr16:84476421	MEAK7	protein_coding	chr16	84476355	84554033	chr16:84476355	ENSG00000140950
TLE1	984.594610323569	-0.646383764112567	0.217701648314953	-2.96912664242869	0.00298647486503068	0.0430381716138506	ENSG00000196781	protein_coding	chr9	81583683	81689305	chr9:81583683	TLE1	protein_coding	chr9	81583683	81689547	chr9:81583683	ENSG00000196781	ENSG00000196781	protein_coding	chr9	81583683	81689305	chr9:81583683	TLE1	protein_coding	chr9	81583683	81689547	chr9:81583683	ENSG00000196781
TLE3	5024.54272520015	-1.14399405381978	0.18938813576131	-6.04047370349314	1.5366242717816e-09	1.13762955743487e-07	ENSG00000140332	protein_coding	chr15	70047790	70098176	chr15:70047790	TLE3	protein_coding	chr15	70047790	70098176	chr15:70047790	ENSG00000140332	ENSG00000140332	protein_coding	chr15	70047790	70098176	chr15:70047790	TLE3	protein_coding	chr15	70047790	70098176	chr15:70047790	ENSG00000140332
TM4SF1	742.405705687119	0.945041082178412	0.245595613880342	3.84795586226898	0.000119107505281144	0.00311303706984809	ENSG00000169908	protein_coding	chr3	149369022	149377865	chr3:149369022	TM4SF1	protein_coding	chr3	149369022	149377692	chr3:149369022	ENSG00000169908	ENSG00000169908	protein_coding	chr3	149369022	149377865	chr3:149369022	TM4SF1	protein_coding	chr3	149369022	149377692	chr3:149369022	ENSG00000169908
TM4SF18	69.31081029241	1.80854213961191	0.45612821782891	3.96498631069187	7.34001593279895e-05	0.00206213802672283	ENSG00000163762	protein_coding	chr3	149318498	149334414	chr3:149318498	TM4SF18	protein_coding	chr3	149318498	149334414	chr3:149318498	ENSG00000163762	ENSG00000163762	protein_coding	chr3	149318498	149334414	chr3:149318498	TM4SF18	protein_coding	chr3	149318498	149334414	chr3:149318498	ENSG00000163762
TM7SF3	1978.61714943574	-0.571390442892478	0.19322512653727	-2.95712288112937	0.00310524339835213	0.0444895752670882	ENSG00000064115	protein_coding	chr12	26973195	27014434	chr12:26973195	TM7SF3	protein_coding	chr12	26971579	27014434	chr12:26971579	ENSG00000064115	ENSG00000064115	protein_coding	chr12	26973195	27014434	chr12:26973195	TM7SF3	protein_coding	chr12	26971579	27014434	chr12:26971579	ENSG00000064115
TMCC3	168.824310744967	2.45131473440442	0.332603927768243	7.37007151675154	1.70536526808473e-13	2.11637056650803e-11	ENSG00000057704	protein_coding	chr12	94567124	94650562	chr12:94567124	TMCC3	protein_coding	chr12	94567122	94650557	chr12:94567122	ENSG00000057704	ENSG00000057704	protein_coding	chr12	94567124	94650562	chr12:94567124	TMCC3	protein_coding	chr12	94567122	94650557	chr12:94567122	ENSG00000057704
TMEFF2	2625.79585745696	1.01041479679454	0.19436696333772	5.1984904195828	2.00913477960483e-07	1.08644435574242e-05	ENSG00000144339	protein_coding	chr2	191949043	192195709	chr2:191949043	TMEFF2	protein_coding	chr2	191949043	192194933	chr2:191949043	ENSG00000144339	ENSG00000144339	protein_coding	chr2	191949043	192195709	chr2:191949043	TMEFF2	protein_coding	chr2	191949043	192194933	chr2:191949043	ENSG00000144339
TMEM117	151.061837998709	-1.18718693286264	0.329683967274404	-3.60098473297768	0.000317014194066561	0.00709273002288998	ENSG00000139173	protein_coding	chr12	43835967	44389762	chr12:43835967	TMEM117	protein_coding	chr12	43835967	44389762	chr12:43835967	ENSG00000139173	ENSG00000139173	protein_coding	chr12	43835967	44389762	chr12:43835967	TMEM117	protein_coding	chr12	43835967	44389762	chr12:43835967	ENSG00000139173
TMEM164	2540.45111459822	1.21352421539433	0.205049866044538	5.91819072503441	3.25502383196963e-09	2.26407907667242e-07	ENSG00000157600	protein_coding	chrX	110002631	110182734	chrX:110002631	TMEM164	protein_coding	chrX	110002631	110182734	chrX:110002631	ENSG00000157600	ENSG00000157600	protein_coding	chrX	110002631	110182734	chrX:110002631	TMEM164	protein_coding	chrX	110002631	110182734	chrX:110002631	ENSG00000157600
TMEM181	1471.28551559748	-0.612673791556834	0.199926362541385	-3.06449726673745	0.00218036166712266	0.0341299807240162	ENSG00000146433	protein_coding	chr6	158536436	158635428	chr6:158536436	TMEM181	protein_coding	chr6	158536436	158635429	chr6:158536436	ENSG00000146433	ENSG00000146433	protein_coding	chr6	158536436	158635428	chr6:158536436	TMEM181	protein_coding	chr6	158536436	158635429	chr6:158536436	ENSG00000146433
TMEM184A	3402.69640378455	0.589089129826168	0.191403335620171	3.07773700974147	0.00208578900880927	0.0330017475946568	ENSG00000164855	protein_coding	chr7	1542235	1560821	chr7:1542235	TMEM184A	protein_coding	chr7	1542235	1560821	chr7:1542235	ENSG00000164855	ENSG00000164855	protein_coding	chr7	1542235	1560821	chr7:1542235	TMEM184A	protein_coding	chr7	1542235	1560821	chr7:1542235	ENSG00000164855
TMEM2	1923.70519162561	0.662563909397909	0.199619650342566	3.31913170001493	0.000902978314453649	0.0169308433960059	ENSG00000135048	protein_coding	chr9	71683366	71816690	chr9:71683366	CEMIP2	protein_coding	chr9	71683366	71816690	chr9:71683366	ENSG00000135048	ENSG00000135048	protein_coding	chr9	71683366	71816690	chr9:71683366	CEMIP2	protein_coding	chr9	71683366	71816690	chr9:71683366	ENSG00000135048
TMEM62	595.833776613039	-0.723921645358468	0.228652166954049	-3.16603885719549	0.00154530149528817	0.0263386564236572	ENSG00000137842	protein_coding	chr15	43123279	43185146	chr15:43123279	TMEM62	protein_coding	chr15	43123279	43185144	chr15:43123279	ENSG00000137842	ENSG00000137842	protein_coding	chr15	43123279	43185146	chr15:43123279	TMEM62	protein_coding	chr15	43123279	43185144	chr15:43123279	ENSG00000137842
TMEM65	946.731125450943	-0.641553581810369	0.213851981102584	-2.99998895732754	0.00269989394378228	0.0395717840250759	ENSG00000164983	protein_coding	chr8	124306189	124372692	chr8:124306189	TMEM65	protein_coding	chr8	124306189	124372701	chr8:124306189	ENSG00000164983	ENSG00000164983	protein_coding	chr8	124306189	124372692	chr8:124306189	TMEM65	protein_coding	chr8	124306189	124372701	chr8:124306189	ENSG00000164983
TMEM79	722.008374928426	1.51380120023666	0.22448854724288	6.74333376392175	1.54793062061942e-11	1.47523774617045e-09	ENSG00000163472	protein_coding	chr1	156282935	156293185	chr1:156282935	TMEM79	protein_coding	chr1	156282935	156293185	chr1:156282935	ENSG00000163472	ENSG00000163472	protein_coding	chr1	156282935	156293185	chr1:156282935	TMEM79	protein_coding	chr1	156282935	156293185	chr1:156282935	ENSG00000163472
TMEM87B	1452.77573962247	0.783274893389845	0.198085006464465	3.95423615027802	7.67795476862415e-05	0.00213965621581206	ENSG00000153214	protein_coding	chr2	112055223	112119318	chr2:112055223	TMEM87B	protein_coding	chr2	112055269	112119318	chr2:112055269	ENSG00000153214	ENSG00000153214	protein_coding	chr2	112055223	112119318	chr2:112055223	TMEM87B	protein_coding	chr2	112055269	112119318	chr2:112055269	ENSG00000153214
TMOD2	232.059023772255	-0.943956685271679	0.29122647654356	-3.24131478866582	0.00118979720328596	0.0213569217031038	ENSG00000128872	protein_coding	chr15	51751561	51816368	chr15:51751561	TMOD2	protein_coding	chr15	51751597	51816363	chr15:51751597	ENSG00000128872	ENSG00000128872	protein_coding	chr15	51751561	51816368	chr15:51751561	TMOD2	protein_coding	chr15	51751597	51816363	chr15:51751597	ENSG00000128872
TMPRSS2	2163.11977347076	1.32292134903811	0.198744871706504	6.65637979827592	2.80654457230451e-11	2.60284375657273e-09	ENSG00000184012	protein_coding	chr21	41464551	41531116	chr21:41464551	TMPRSS2	protein_coding	chr21	41464300	41531116	chr21:41464300	ENSG00000184012	ENSG00000184012	protein_coding	chr21	41464551	41531116	chr21:41464551	TMPRSS2	protein_coding	chr21	41464300	41531116	chr21:41464300	ENSG00000184012
TMTC2	1320.02422475655	0.779807607705447	0.219699401542204	3.54942982198177	0.000386066354208213	0.00840864218445919	ENSG00000179104	protein_coding	chr12	82686880	83134870	chr12:82686880	TMTC2	protein_coding	chr12	82686880	83134870	chr12:82686880	ENSG00000179104	ENSG00000179104	protein_coding	chr12	82686880	83134870	chr12:82686880	TMTC2	protein_coding	chr12	82686880	83134870	chr12:82686880	ENSG00000179104
TNFAIP2	670.949196435656	-1.46491014505763	0.222828717559568	-6.57415328285063	4.89308047237883e-11	4.37334912686709e-09	ENSG00000185215	protein_coding	chr14	103123442	103137439	chr14:103123442	TNFAIP2	protein_coding	chr14	103121476	103137439	chr14:103121476	ENSG00000185215	ENSG00000185215	protein_coding	chr14	103123442	103137439	chr14:103123442	TNFAIP2	protein_coding	chr14	103121476	103137439	chr14:103121476	ENSG00000185215
TNFAIP3	178.108923352946	2.35842989962264	0.32623726637093	7.22918606405044	4.8589734097706e-13	5.70185655228183e-11	ENSG00000118503	protein_coding	chr6	137867188	137883312	chr6:137867188	TNFAIP3	protein_coding	chr6	137867214	137883314	chr6:137867214	ENSG00000118503	ENSG00000118503	protein_coding	chr6	137867188	137883312	chr6:137867188	TNFAIP3	protein_coding	chr6	137867214	137883314	chr6:137867214	ENSG00000118503
TNFAIP8	525.201800019969	2.92285977167956	0.258927656024971	11.2883259229662	1.49863819873852e-29	7.37431341139676e-27	ENSG00000145779	protein_coding	chr5	119268692	119399688	chr5:119268692	TNFAIP8	protein_coding	chr5	119268692	119399688	chr5:119268692	ENSG00000145779	ENSG00000145779	protein_coding	chr5	119268692	119399688	chr5:119268692	TNFAIP8	protein_coding	chr5	119268692	119399688	chr5:119268692	ENSG00000145779
TNFRSF10B	3385.03825134619	0.981216987135698	0.233674757997421	4.19907137401006	2.68011839063347e-05	0.000895866645995576	ENSG00000120889	protein_coding	chr8	23020133	23069179	chr8:23020133	TNFRSF10B	protein_coding	chr8	23020133	23069031	chr8:23020133	ENSG00000120889	ENSG00000120889	protein_coding	chr8	23020133	23069179	chr8:23020133	TNFRSF10B	protein_coding	chr8	23020133	23069031	chr8:23020133	ENSG00000120889
TNFRSF1A	1997.21588622397	0.684259890571461	0.195970346271002	3.49165015826025	0.000480046551062806	0.0101108705809932	ENSG00000067182	protein_coding	chr12	6328757	6342114	chr12:6328757	TNFRSF1A	protein_coding	chr12	6328757	6342114	chr12:6328757	ENSG00000067182	ENSG00000067182	protein_coding	chr12	6328757	6342114	chr12:6328757	TNFRSF1A	protein_coding	chr12	6328757	6342114	chr12:6328757	ENSG00000067182
TNFSF15	256.955373973876	-0.961191910995279	0.301628398115121	-3.18667578053584	0.00143918004823924	0.0247763032256755	ENSG00000181634	protein_coding	chr9	114784635	114806126	chr9:114784635	TNFSF15	protein_coding	chr9	114784652	114806039	chr9:114784652	ENSG00000181634	ENSG00000181634	protein_coding	chr9	114784635	114806126	chr9:114784635	TNFSF15	protein_coding	chr9	114784652	114806039	chr9:114784652	ENSG00000181634
TNKS1BP1	7107.73751001893	0.680809979004083	0.183212141429418	3.71596540323374	0.000202429282127069	0.00481896468687696	ENSG00000149115	protein_coding	chr11	57299638	57324952	chr11:57299638	TNKS1BP1	protein_coding	chr11	57299638	57324952	chr11:57299638	ENSG00000149115	ENSG00000149115	protein_coding	chr11	57299638	57324952	chr11:57299638	TNKS1BP1	protein_coding	chr11	57299638	57324952	chr11:57299638	ENSG00000149115
TNS1	330.291317476921	-1.17971168216719	0.310271930733501	-3.80218629309547	0.000143424813898162	0.00360652775472782	ENSG00000079308	protein_coding	chr2	217799789	218002995	chr2:217799789	TNS1	protein_coding	chr2	217799588	218033982	chr2:217799588	ENSG00000079308	ENSG00000079308	protein_coding	chr2	217799789	218002995	chr2:217799789	TNS1	protein_coding	chr2	217799588	218033982	chr2:217799588	ENSG00000079308
TOM1L2	2087.78387255231	0.706923331392999	0.238434409803529	2.96485449384385	0.00302826123573816	0.043531255263736	ENSG00000175662	protein_coding	chr17	17843511	17972422	chr17:17843511	TOM1L2	protein_coding	chr17	17843511	17972422	chr17:17843511	ENSG00000175662	ENSG00000175662	protein_coding	chr17	17843511	17972422	chr17:17843511	TOM1L2	protein_coding	chr17	17843511	17972422	chr17:17843511	ENSG00000175662
TOX3	1786.07323707316	-1.38323547740207	0.200270845029321	-6.90682399227682	4.9562421827666e-12	5.05888625164046e-10	ENSG00000103460	protein_coding	chr16	52438005	52547802	chr16:52438005	TOX3	protein_coding	chr16	52436417	52547802	chr16:52436417	ENSG00000103460	ENSG00000103460	protein_coding	chr16	52438005	52547802	chr16:52438005	TOX3	protein_coding	chr16	52436417	52547802	chr16:52436417	ENSG00000103460
TP53INP1	2622.69189490291	-1.22489822517161	0.202237392802113	-6.05673465327034	1.38912447891576e-09	1.04184335918682e-07	ENSG00000164938	protein_coding	chr8	94925972	94949411	chr8:94925972	TP53INP1	protein_coding	chr8	94925972	94949378	chr8:94925972	ENSG00000164938	ENSG00000164938	protein_coding	chr8	94925972	94949411	chr8:94925972	TP53INP1	protein_coding	chr8	94925972	94949378	chr8:94925972	ENSG00000164938
