7485_IG1_20200906	7485_IG3_20200906	7485_ZX2_20200906	7485_ZX3_20200906	7481_IG1_20200906	7481_IG3_20200906	7481_ZX2_20200906	7481_ZX3_20200906	7486_IG1_20200906	7486_IG3_20200906	7486_ZX2_20200906	7486_ZX3_20200906
SLC41A2	799.812	750.891	568.901	562.782	414.397	521.083	464.307	373.881	352.9	389.646	302.684	341.052
SLC41A3	1028.99972	1047.9998	624.0004	628.9997	909.9996	1020.00014	823.9998465	698.0005	819.99958	892.0002	572.9995972691	603
SLC43A1	166.0002	162	170.0001	172	120	158.9996	196.9996	202.0004	100	94	103	107.0000640884
SLC43A2	492.6043	468.40154	407.299	476.6718	515.9307	620.2687	754.6473	638.01	488.0199	463.3962	546.9933	623.2704
SLC43A3	317.840100700233	378.1611270436	248.57873	323.1286	364.9999	477.9998	440.0003	394.0001	353.8638	431.9997	328.6981	381.24666
SLC44A1	2312.2898	2028.1835	1715.5718	1958.6555	2137.21988	2798.903	2522.04607	2283.15312	2146.3344	2783.21029	3128.01741	3080.2994
SLC44A2	6394.001	5482.004	5241.9965	5169.996	3716.9972	4244.9969	4459.004	3834.9995	2582.003	2675.9977	2612.0001	2692.002
SLC44A3	71	45.9999540735134	49.00005109517	56.99997941418	56.9999618	67.99999	81	55.9999946427	33.00000243893	32.00002	33.000000553777	34.99995703066
SLC44A4	5.10631	0	7.41371	1.20904	1.02771	4.09401	0	3.02859	0	0	3.05238	2.02247
SLC44A5	7.01556	3.0084	4.01534	1.00069	9.01638	2.00172	10.1847	2.00314	2.05839	6.00898	3.00646	8.01632
SLC45A1	30.99997	33	16	21	28.00001	26	16	19.99999	22	20.00005	16	17
SLC45A2	0	0	1	0	0	0	0	0	1	0	0	0
SLC45A3	67	73	52	63	71	43	47	31	43	46	31	25
SLC45A4	287	249.9997	264	240	204.9997	234	280	200.0005	211.0004	196.9998	211.0001	245.0004
SLC46A1	494.2470302229	408.8188	341.272	287.232	530.1324	650.316	370.451	351.6367	552.31443	600.7271	374.0620736	377.06700039963
SLC46A2	6	5	8	4	2	7	4	6	13	7	5	3
SLC46A3	329.0003	360.9999	232.00003	255	108	133.9995	129	104	143.0001	182.0003	157	208.9998
SLC47A1	24.79767	19.83195	11.58712	13.79324	2.19126	7.137578708401	9.29091	2.13308	9.199183	7.44845	4.26249	2.0559
SLC47A1P1	0	0	0	0	0	0	0	0	0	0	0	0
SLC47A2	0	2	3	0	1	1	4	3	1	0	1	1
SLC48A1	424.89051	391.77187	205.31096	180.87322	330.52135	357.52652	283.39997	263.62646	332.04271	329.54642	179.81969	183.10009
SLC4A1	16.2269	22.2182	16.4796	22.0193	19.6997	15.88	33.1282	23.3741	26.0259	16.0004	16.8702	14.645
SLC4A10	0	0	0	0	0	0	0	0	0	0	0	0
SLC4A11	71	75	77	63.00004	26	29.00003	48	42	16	29	29.00002	50
SLC4A1AP	1432.45002	1545.77019	1276.7892	1294.86609	1038.640125802	1216.34277	1305.4087	1088.852	816.18419	1008.94986	961.76989	1025.99212246
SLC4A1APP1	0	0	0	1.42317	0	0	0	0	0	0	0	0
SLC4A1APP2	0	0	0	0	0	0	0	0	0	0	0	0
SLC4A2	5038.58674	4368.7006	4218.7679	4216.0056	2873.30681	3369.07667	4271.4614	3319.19243	3404.9342	3392.04116	3359.43005	3527.7108
SLC4A3	69.000000139994	66	17.0000000209964	21.0000338	115.000000325593	143	78.000000223188	61	75.000000061021	71.00000399358	29	32.000000213991
SLC4A4	4079.0037	3787.9898	4071.0081	3645.0038	2074.0008	2794.0029	2848.004598	2173.0001	1439.9996	1866.001	1602.00067	1610.9997
SLC4A5	39.8526	20.3621	8.690258235	20.980483217	11.40848	19.563643151	12.1935	7.48378	24.5404	11.58083	14.726324161	13.5499
SLC4A7	3566.99129884	3068.0076583	2754.998	2634.0040470095	1310.0004695	1869.9996	1935.998889056	1512.00047	1391.999921	1909.9984199071	1637.999927	1650.0006
SLC4A8	1608.9621	1294.6594	1172.8602	1216.0958	390.31592169	454.246100034001	381.2197	317.0885	643.643	735.2023	722.6873	712.416
SLC4A9	0	0	0	0	0	1	1	0	0	1	0	0
SLC50A1	563.0146	559.57486	652.7946	636.77119	469.08759	514.54468	738.09164	621.31399	489.48607	503.7785	584.35109	675.25163
SLC51A	64	43	37	48	36	31	29	27	32	34.6437	26.8179	20
SLC51B	2	0	0	0	0	0	1	1	0	0	0	2
SLC52A1	14.229290533774	11.311920198295	9.7272600775683	6.1796600312062	8.089810180594	8.09103	22.974300175417	12.0319	9.8746000319028	7.1133100781701	33.314230319928	22.48450169752
SLC52A2	2322.00267024999	2042.9987	1723.00236	1824.00373016996	1467.0041	1457.00000041271	1803.99997	1415.00012	1446.0002	1365.00077	1291	1405.9996
SLC52A3	0	1	0	0	0	0	0	0	0	0	0	0
SLC5A1	2	0	1	1	0	0	1	0	0	1	1	2
SLC5A10	6.298308208	15.7526	8.90082	6.6754076189	3.500149	4.071812	8.09565	7.43633	4.41384	6.07734433807	2.13537142399	8.03583
SLC5A11	0	0	0	0	0	0	2	1	0	0	1	0
SLC5A12	1	6	0	3.00126	3.00047	8.00269	9.03559	2.01511	0	5	2	4
SLC5A2	2.46925	5.35002	1.43585	1.16169	0	2.32848	0	1.15117	3.00191	1.12704	0	1.13965
SLC5A3	1685.87	1582.06	1298.32	1120.62	813.179	1100.59	813.345	645.296	1012.66	1340.19	990	992.192
SLC5A4	0	0	0	0	0	0	0	0	0	0	0	0
SLC5A4P1	0	0	0	0	0	0	0	0	0	0	0	0
SLC5A5	6.98582	2.43748	6.26517	2.38918	3.23054	2.37467	2.14889	1.18125	0	1.18685	5.62937	3.06246
SLC5A6	460.1516	481.312	432.0157	441.9819	266.4292	286.1199	304.7819	297.0794	324.1455	328.4517	272.1764	346.109
SLC5A7	1	0	0	0	0	0	0	0	0	0	0	0
SLC5A8	0	0	0	0	0	0	0	0	0	0	0	0
SLC5A9	1	1	2	0	0	0	0	0	0	0	0	0
SLC6A1	1	0	0	0	0	0	0	0	0	0	0	0
SLC6A1-AS1	0	0	0	0	0	0	0	0	0	0	0	0
SLC6A10P	3.03032	6.05717	3.04219	2.00952	2.02614	6.10442	4.28313	4.01923	3.02545	3.03377	8.07993	3.05043
SLC6A11	3.20131	4.26447	1.04119	5.33523	0	2.10117	1.07978	8.47448	2.1622	0	0	0
SLC6A12	2	5	1	2	0	0	0	0	0	1	0	0
SLC6A13	8	4	5	6	0	0	0	0	0	3	2	4
SLC6A14	2.18091	3.96518	4.40142	1.02287	0	0	0	1.00978	0	1.09618	4.43649	1.05868
SLC6A15	160.9999	121	191.0004	201.0001	24.00002	19	42.00002	40.99993	26	26	61	61.999980188
SLC6A16	3	7	5	3	1	2	7	5	5	5	8	8
SLC6A17	1068.31	771	672.954	723	1062	927	947	728	430	330	292.38	354
SLC6A18	0	0	0	0	0	0	0	0	0	0	0	0
SLC6A19	0	0	0	0	0	0	0	0	0	0	0	0
SLC6A2	2	0	1	0	0	1	0	0	0	0	0	0
SLC6A20	9.49724	13.1604	5.46279	5.10657	4.19404	6.87555	3.09348	5.59487	4.08591	10.2956	11.7569	8.30489
SLC6A21P	0	0	0	0	0	0	0	0	0	0	0	0
SLC6A3	0	0	0	1	1	0	0	0	0	0	0	0
SLC6A4	6.205640893021	7.126230511661	5.810680195427	4.092790189129	4.04036086427	5.0439100331661	6.423490769285	6.0659400350902	6.148060470411	2.433540120127	0	9.61449311649
SLC6A5	0	0	0	0	0	0	0	0	0	0	0	0
SLC6A6	788.99658992	715.9123	734.9917	804.998400680191	1005.9819	1063.9773	1364.0012110544	1220.9726	745.99951	762.983700046064	1080.99145046	1272.98922
SLC6A6P1	0	0	0	0	0	0	0	0	0	0	0	0
SLC6A7	1	0	1	1	0	0	0	0	0	0	0	0
SLC6A8	1330.729	1205.884	540.8406	559.982	1001.807	1265.763	862.8728	709.9098	1039.822	1026.842	628.8432	590.84
SLC6A9	307.00007	370.0001	219.0005	212.9997	261.99984	366.99927	533.99964	412.5216	193.0005	231.27102	234.99958	229.9998
SLC7A1	19515	18606	16746	16772	10412	13308	14890	11342	9188	10711	9850	10673
SLC7A10	0	0	0	0	0	0	0	0	1.0105	0	0	0
SLC7A11	1527.05	2284.54	970.319	925.409	1381.52	1914.99	2172.02	1937.08	517.052	724.493	877.555	856.484
SLC7A11-AS1	3.18114	4.04749	4.92085	5.02481	4.02869	5.13453	14.0243	5.05705	4.00644	2.01599	10.1269	6.01456
SLC7A13	0	0	0	0	0	2.00076	0	0	3.00441	0	2.01184	0
SLC7A14	20.8031	13.9473	15.0095	12.7138	1.05209	11.2963	9.4915	8.31948	14.9129	17.705	9.85912	15.5096
SLC7A15P	0	0	0	0	0	0	0	0	0	0	0	0
SLC7A2	1.999995562	3.9999956251	1.9999995417	4.9999993470726	3.9999996797818	1.00000044804	5.0000027018297	0	4.0000050931312	1.999998917	1.9999996346	0.9999995593
SLC7A3	1.000000259	0	0	0	0	0	0	0	0	0	0	0
SLC7A4	0	0	0	0	0	0	2.9999983	2.0000031	0	2.00000192	0	1.0000002
SLC7A5	9318.31	9422.25	7275.68	6758.62	2656.47	3208.86	4460.57	3599.83	3624.32	3566.94	3039.01	3100.12
SLC7A5P1	6.02421	2.00423	1.00267	0	3.19173	4.04696	0	2.18187	0	2.01229	0	1.2059
SLC7A5P2	0	0	0	0	0	0	0	0	0	0	0	0.523055
SLC7A6	2322.328	2239.0314	1819.731	1855.905	1373.5255	1707.5156	1724.0181	1311.2121	1358.6501	1406.9957	1232.9015	1229.4822
SLC7A6OS	569.367	733.8918	504.7385	568.490000095859	427.2132	397.5056	451.3898	386.3937	297.1734	423.16906	469.4211	467.2288
SLC7A7	34	32.00001	25.99999	34.999978	6	11.000022	14	6	12.00002	14	20.00004	14.999972
SLC7A8	4665.99605	4262.9997	4583.995	4581.9999	3131.9966	3177.002	4736.998	3250.0048	1960.00291	2040.9985	2408.9996	2451.005
SLC7A9	0	0	0	2	0	0	1	0	0	0	0	0
SLC8A1	3609.5152	3634.0858	2914.53140887049	2975.3082	2822.710737615	3987.8144	4230.1201	3455.2305	2842.9439	3502.20390007405	3107.0597	3186.5377
SLC8A1-AS1	187.374002	225.389	222.86718	195.07705	179.624	253.06931	272.025	199.94211	171.55741	196.77923	202.052	215.31373
SLC8A2	0	3.999995	0	1	2	0	1	1	1	1	0	1
SLC8A3	3.99999545	0	1.00000016	0	0	0	3.999999848	1.999999979	1	0	0	0
SLC8B1	236.02042	266.08703	150.01297	128.0386	243.31354	216.01283	198.01766	195.6009	183.04673	178.03959	171.02499	149.9996
SLC9A1	2348.00444	2309.0867	1637.0059	1696.1182	1913.0071	2069.7379	1877.8372	1633.02642	1990.0762	1950.0095	1591.0955	1640.9981
SLC9A2	0	0	0	0	1	0	0	1	2	0	0	2
SLC9A3	12.3621	3.13158	10	13.1139	7.38139	3.02224	9.54379	9.5023	6.46931	4.76556	1	0
SLC9A3P1	0	0	0	0	0	0	0	0	0	0	0	0
SLC9A3P2	0	0	0	0	0	0	0	0	0	0	0	0
SLC9A3P3	0	0	0	0	0	0	0	0	1	0	0	0
SLC9A3R1	566.794	620.633	491.216	494.89	467.223	515.551	601.11	499.726	227.0004	223.00027	274.0003	305.0004
SLC9A3R2	4768.995	4147.99871	3835.9974	3885.9969	2250.997	2638.9974	2650.0006	2337.0027	700.99934	659.99965	669.9997	770.9997
SLC9A4	12.0409	11.2448	10.8478	18.7408	13.55	32.8831	17.7997	19.251	11.1257	11.7326	7.70554	5.43548
SLC9A5	128	122	97	133	117	174	149	94	80	82	57	58
SLC9A6	1162	1099	915	952	908	1139	1133	1005	763	974	898.9999	945
SLC9A7	7186.5049	6207.4	7281.9736044	7190.51974	2966.5548	3654.272	3842.945	3341.48	2869.521	3397.72	3327.873	3609.771
SLC9A7P1	49.0502	29.03842	12.2613	20.03	45.45580171946	26.0216	24.3006	39.4645	69.11148	69.60716	62.9467	69.0341
SLC9A8	806	694.9997	591	658	420	561	557	470	447.0005	413.9995	388.0002	380
SLC9A9	75	51	109	86	71	100	140	141	52	85	82	97
SLC9A9-AS1	0	1	1	0	0	0	0	0	0	0	0	0
SLC9A9-AS2	0	1	0	1	0	0	0	0	0	0	0	0
SLC9B1	7	17	4	8	4	9.14707	9	3	7	6	1	2.00887
SLC9B1P1	0	0	0	0	0	0	0	0	0	0	0	0
SLC9B1P2	0	0	0	0	0	0	0	0	0	0	0	0
SLC9B1P3	0	0	0	0	0	0	0	0	0	0	0	0
SLC9B1P4	0	0	0	0	0	0	0	0	0	0	0	0
SLC9B2	1232.9998909	1072.9994	738.0005	763	801.9998	1029.9994	737.9999	609.9998	552.001	643.9998	437.9997	414.0002
SLC9C1	0	4	1	1	1	1	0	0	0	1	2	0
SLC9C2	0	0	0	0	0	0	0	0	1	0	0	0
SLCO1A2	0	0	0	0	0	1.03948	0	0	0	0	0	0
SLCO1B1	0	0	0	0	0	0	0	0	0	0	0	0
SLCO1B3	0	0	0	0	0	0	0	0	0	0	0	0
SLCO1B7	0	0	0	0	0	0	0	0	0	0	0	0
SLCO1C1	0	0	0	0	0	0	0	0	0	0	0	0
SLCO2A1	12.00004	13.99998	5	10	20	27	30.99999	35.99996	25	14	11.000007	13.99996
SLCO2B1	0	0	0	0	0	0	0	0	0	0	0	0
SLCO3A1	277	289	98	141.4189	377.0004	414.0001	249.9996	222	262.0002	305.0002	189.9999	164.2915
SLCO4A1	5	9	6	3	2	4	3	5	3	3	0	0
SLCO4A1-AS1	0	0	0	0	0	0	0	0	0	0	0	0
SLCO4C1	0	2	1	0	2	0	1	0	0	1	2	0
SLCO5A1	52.2041	54.28589	25.10732	26.3875	20.35851	29.27147	33.6464	17.4197	25.1452	25.44873	21.1664	17.1579
SLCO6A1	0	0	0	0	0	0	0	0	0	0	0	0
SLED1	0	0	0	0	0	0	0	0	0	0	0	0
SLF1	246	250	163	184.799	170	239.73	195	137	86	157	130	160
SLF2	1809.35629	1741.038	1432.41971	1404.48714	1129.55773	1491.96913	1347.48522	1074.86308	1033.97479	1248.66335	1162.17031	1252.09693
SLFN11	1536.455	1628.507	1156.047	1171.534	1368.679	1584.875	1284.606	1014.442	940.581	1015.336	963.495	1042.754
SLFN12	525.0004	461	461.0002	456.845	217	303	301.9564	232.9542	417.9996	534.9628	455.9992	534.9997
SLFN12L	20.387	18.4266	19.203	24.1984	19.8521	21.2805	17.8222	14.5236	16.4046	26.8796	19.9367	27.0088
SLFN13	25.66853	23.514830185137	15.5858200492605	38.4132	26.07476	19.4847200167667	12.8698	16.1323600127581	16.72543	8.89295	28.565182	25.345550273171
SLFN14	0	0	0	0	0	0	0	0	1	0	0	0
SLFN5	8167.0222	8272.885	7371.1509902	7160.5444	5810.5364	7387.25425	8454.5754	6973.4507	4117.9395	4921.218	5012.216	5299.77498567
SLFNL1	47.1388	59.0329	53.2496	48.5432	8.3105	10.67448	12.3334	2.37467	9.20904	6.52532	8	8.60634
SLFNL1-AS1	60.1251	62.9995	48.8731	36.4999	20.0885	30.1632	26.8207	18.0898	7.76009	6.39723	11.3207	6.0701
SLIRP	570.00868	558.12174	544.02962	589.05381	565.0342	576.2602	722.00005	533.09609	483.212554	472.28339	488.02935	488.05196
SLIT1	2	4	1	2	1	2	2	0	1	1	1	0
SLIT1-AS1	0	0	0	0	0	0	0	0	0	0	0	0
SLIT2	1555.002	1583.003	1580.001	1534.002	3464.996	4610.0012	4210.998	3596.003	1626.99600004681	1727.0020003011	1572	1699.00000043465
SLIT2-IT1	1	0	4	1	0	1	1	0	0	0	1	2
SLIT3	4991.6300433147	4240.68101	3471.9897567	3958.36	6630.66	7900.8	9450.2481	7555.772	4825.9	5237.35	5028.31	5982.25
SLITRK1	4	0	1	1	134	158	158	144	64	79	44	43
SLITRK2	0	6.12026	8.00207	1.00015	3.00032	5.00443	4.00779	2.09268	2.00305	3.00091	4.00471	1.00271
SLITRK3	1.00016	1.0002	1.00169	3.00088	2.00068	1.00026	1.00026	0	0	0	0	0
SLITRK4	10.40783	11.36555	9.54625	9.19672	11.81843	4.11309	5.12613	5.03307	4.07538	2.50265	3.78653	2.52244
SLITRK5	28.7046	31.8466	19.0124	27.6323	14.2811	21.9119	23.3478	14.2946	22.6639	14.588	22.6375	15.5634
SLITRK6	0	1	0	4	0	2	0	0	0	0	0	0
SLK	3924	3996	2662	2633	2815	3378.0043	2481	2049	2291	2783	2219	2378
SLMAP	2635.84722001734	2497.48391	1899.67121	1927.973062	1896.2683	2217.41034	2086.7157	1777.4857	1594.8726	1816.16614	1647.030727233	1705.55274
SLN	0	0	0	0	0	0	0	0	0	0	0	0
SLPI	1	0	0	0	0	0	0	0	1	0	0	0
SLTM	2642	2729	2030.00368	1975	1622	1906	1653.0017	1361.00206	1405	1510.0001	1407	1395
SLU7	1835	2003.41	1489.97	1508.56	1390.28	1659.65	1792.58	1467.46	1003.72	1336.26	1387.92	1428.31
SLURP1	0	0	0	0	0	0	0	0	0	0	0	0
SLX1A	248.81496	243.4255	198.168	245.95	181.90098	196.49454	245.5922	251.554	219.18246	58.3587	130.9771	180.71367
SLX1A-SULT1A3	96.6242	105.385	60.1355	51.0442	37.6601	82.8117	68.2546	64.3334	81.36	62.4719	71.6844	92.5375
SLX1B	2.9259600148207	20.9585824211	32.4304	0	31.76178	25.80704	83.7269	0	13.58623	170.3823	94.6118	5.1296966653
SLX1B-SULT1A4	54.8999	30.2058	22.2892	28.6939	12.2982	18.3612	13.6304	11.4516	27.8603	36.3575	26.8861	24.7369
SLX4	734.402	729.527	625.985	637.811	446.085	539.58	555.618	423.988	458.696	489.249	446.074	515.145
SLX4IP	175.462	135.261	147.179	127.108	177.253	210.005	231.2	169.87	102.159	115.001	168.424	163.253
SMAD1	354.99976466	399.99957	266.99967	331.00034	373.000255	442.9997	506	469.9997	210	284	295.00027	329.9996
SMAD1-AS1	0	0	0	0	0	0	0	0	0	0	0	0
SMAD1-AS2	0	0	0	0	0	0	0	0	0	0	0	0
SMAD2	2385.207	2457.842	2017.9709	1951.799	1984.526	2515.163	2277.788	1984.74	1684.841	2049.073	1918.3712	1985.363
SMAD3	882.0002	897.99985	374.9997	492.9997	1285.996	1701.00217	1320	1229.00361	711.00009	822.00047	417.99978	499.9999
SMAD4	2029.54828	2281.943823	1425.83300284762	1388.26494	1375.132899553	1848.356	1584.892019977	1333.7250469	1139.612	1310.5247769	1038.78786	1042.600823
SMAD5	2956.237	2908.242	1893.79	1952.001	2157.934	2937.756	2440.284	2013.56	1565.674	2173.756	1769.392	1839.98
SMAD5-AS1	10	5	11.7652	8.1125	10.7186	11	9	10	7.59089	8	5	7.70946
SMAD5-AS1_1	0	0	2.23475	0	0.281412	0	0	0	1.51911	0	0	0.518625
SMAD5-AS1_2	0	0	0	0	0	0	0	0	0	0	0	0.881459
SMAD5-AS1_3	0	0	0	0.887501	0	0	0	0	0.889997	0	0	1.89045
SMAD5-AS1_4	0	0	0	0	0	0	0	0	0	0	0	0
SMAD6	780	647	408	524	531	645	666	528	553	570	488	502
SMAD7	2177.0006	2437.0042	1930.9991	1999.0009	1160.9995	1387.0009	1649.9981	1340.9964	1012.00009	1129.99939	1063.00059	1140.0002
SMAD9	1609.398	1598.817	1026.5373	1125.919	1085.1449	1343.84	1174.242	1003.0442	548.3865	677.5956	546.529	559.765
SMAD9-IT1	1	4	4	5	0	3	1	0	3	3	1	1
SMAGP	1315.2517	1239.2373	985.9437	1066.56959	717.63566	807.91848	718.11709	516.068	832.69344	779.63024	730.8686	720.25746777
SMAP1	1384.465	1359.588	1134.671	1202.9997	855.8067	1116.6457	950.49401	853.10208533	846.2382	1083.064	942.6121	902.478
SMAP2	1243.00016	1125.999664	998.00013	1003.999427	1021.000188508	1196.000249	936.9993900672	769.99985324	869.0005449	1003	717.999926	755.99951148
SMARCA1	4260.002	4083.997	3590.004	3783.998	3576.996	4589.001	4685.997	3826.003	3040.995	3513.003	3626.003	3868.005
SMARCA2	2725.00012	2831.9955405512	2204.00446263	2230.00205003394	2101.001067391	2767.4828804	2735.004721127	2420.9986912	1755.9999045	1956.99601	1841.00148604	2020.9983066
SMARCA4	5167.0179	4820.4623	4287.1633	4671.0047	3330.0018	3933.0478	4070.7387	3355.43100003291	3260.7197	3463.3768	3147.6602	3583.0056
SMARCA5	4372.03	4562.95	3436.54	3731.92	3228.84	4174.24	3810.94	3230.48	2798.17	3446.36	3064.71	3355.73
SMARCA5-AS1	1.41986	6.94007	1.43138	3.02262	1.53268	1.54199	4.27617	5.95597	1.49727	9.84536	4.13071	13.5029
SMARCAD1	1595.99964766	1769	1496.9992	1425.9999	1081.9999	1406.9999	1431.0005	1144.9993	930.9999	1160	1199.9998	1276.9995
SMARCAL1	1159	1069.899	893	824	917	1106.965	1110.951	824.965	933	992	891	947.963
SMARCB1	1316.9994	1259.9996	1030.0007	1182.9995	1048	1333.99964	1203.0002	1017.9998	855.9998	936.0006	811.9999	944.0001
SMARCC1	4465	4124	3600	3691	2789	3502	3713	3053	2356	2759	2421	2619
SMARCC2	2183	2112.003	1734	1875	1818.003	2222.003	2019	1761.998	1372.001	1570	1444	1650
SMARCD1	1567	1708	1216.999	1265	1178	1397.001	1417	1139	984	1069	884	987
SMARCD2	1437.9998	1552.002	828.0001	900	1137.9992	1321	957.0004	878.9994	1038.99997975	1114.9992	794	815.9996
SMARCD3	721.0094	673.14016	421.99991	457.81	553.251	569.4217	499.7517	366.67342	611.10883	609.7472	500.9992	525.4379
SMARCE1	3700.3877	3754.626	1978.1791	2252.5267	2869.8932	3687.9873	2536.8156	2163.8323	2186.9411	2494.6103	1769.7891	1919.918
SMARCE1P1	0	0	0	0	0	0	0	1.00721	0	0	0	0
SMARCE1P2	0	0	0	0	0	0	0	0	0	0	0	0
SMARCE1P3	0	0	0	0	0	0	0	0	0	0	0	0
SMARCE1P4	1	0	0	0	0	0	0	0	0	0	0	0
SMARCE1P5	0	1.01452	0	0	0	1.01727	0	0	0	0	0	0
SMARCE1P6	1.00049	0	1.00089	1.00077	0	0	0	0	1	0	0	0
SMARCE1P7	0	0	0	0	0	0	0	0	0	0	0	0
SMC1A	4352.005	4272.002	3251.002	3368.995	3499.997	4357.001	3588.003	2945.9961	1687.998	1929.0025	1714	2027.0002
SMC1B	0	3	4	2	1	6.0000000143065	1	0	2	2	0	1
SMC2	985	1017	940	1004	934	1331	1102	918	625	753	743	857
SMC2-AS1	16.7908	19.1234	13.3807	16.4043	7.68832	12.7355	19.7903	13.9779	8.75545	18.7488	15.537	21.892
SMC3	2447.25	2505.38	1966.07	2108.1	1743.53	2378.85	1931.92	1687.52	1335.23	1555.07	1309.64	1475.24
SMC4	2179.055	2654.449	2072.704	2307.837	2662.486	3740.134	2710.36	2467.687	1237.972	1751.4	1463.666	1693.603
SMC4P1	0	0	0	0	0	0	0	0	0	0	0	0
SMC5	1840.43	2099.64	1371.76	1395.31	1109.48	1376.63	1237.47	935.777	799.111	1021.04	747.606	827.146
SMC5-AS1	40.2164	34.2268	27.1804	48	18	30	22.51	31	17	20	29	18
SMC6	1420	1461.032	1137.099	1206.002	912.999	1185	1131	857.007	735.9555	831.9227	838.829	897.975
SMCHD1	2119	2146	1289	1297	1534	2121.01	1377	1203.06	1130	1363	966.115	1062
SMCO1	6	3	5	4	0	0	0	3	3	1	1	0
SMCO2	2	7	1	4	5	2	6	12	3	5	5	2
SMCO3	5	2	1	3	2	1	2	0	0	0	0	3
SMCO4	160.02106	185.0204	138.4473	126.0791	115.1498	116.494933	123.850365	97.9759	94.045608	119.579	109.34781	98.2301
SMCO4P1	0	0	0	0	0	0	0	0	0	0	0	0
SMCP	0	0	0	0	0	0	0	0	6	2	1	1
SMCR2	1.08157	0	0	0	0	0	0	0	0	0	0	0
SMCR2_1	0	0	0	0	0	0	0	0	0	0	0	0
SMCR2_2	0.91843	0	0	0	0	0	0	0	0	0	2	0
SMCR5	4	2	6	4	7	1	0	2	1	3	0	0
SMCR8	1937.78	2015.5	1358.62	1445	1342	1492.22	1406.82	1179.23	1054.36	1206.17	1025.78	1157.1
SMDT1	321	311	248	269	279	264	271	223	252	238	226	232
SMG1	9173.61361	8712.3414	5952.32792	5320.9141	5281.9027	6687.46308	6149.03093	4805.5098	4346.03363	5214.09224	4613.39374	5053.53154
SMG1P1	351.0438	170.6322	261.2296	145.3088	111.8081	129.365782	219.9799	227.2012	71.1042	60.0020000114129	204.6607	181.9205
SMG1P2	16.7231	140.018	112.674	77.735	48.4545	55.9954	74.2903	20.3544	65.9039	81.5065	74.3069	52.2672
SMG1P3	452.2957	543.4679	277.9942	340.1171	327.999	412.0062	362.6705	292.4198	253.2732	278.4229	189.1791	235.4272
SMG1P4	0	8.70411	5.33494	3.76141	8.32683	30.1138	2.21308	7.20688	30.657	30.20914	36.90091	33.29471
SMG1P5	234.5742	188.753	98.1427	143.21	139.606	222.0987	190.4354	142.0389	120.145	154.57725	133.2824	164.136
SMG1P6	15.5992	25.5978	13.2121	10.0248	9.7786	2.55642	8.09955	17.2662	0	7.94077	24.6793	19.2129
SMG1P7	47.0342	46.1963	30.00609	34.41842	12.60581	30.57043	20.34407	16.91611	10.32462	20.60578	17.27472	23.77961
SMG5	3623	3800	3005	3044	2351	2617	2690	2225	2314	2467	2078	2209
SMG6	2055.6679868	2129.9597	1479.759	1496.253	1327.34	1640.88	1454.53	1260.9959	1157.64	1306.31429	927.293	1042.45
SMG6-IT1	0	0	0	0	0	0	0	0	0	0	0	0
SMG7	3205.00842	3168.00219	2484.003107122	2603.0009	2152.99600009008	2709.0044	2557.9992	2066.0035	1854.99720001045	2111.997889	1841.0023	2254.0041
SMG7-AS1	16.373	24.1559	13.1109	17.0091	7.003358	10.0144	12.3571	12.8299	9.32566	11.335071	3.414402	6.05884
SMG8	1014.0004	1007.63244	786.2564	815.00003	750.9998	819	908.00011	693.00036	704.373	730	699.00034	763.99968
SMG9	1105.024	1145.033	839.968	887.877	545.188	661.06	633.151	522.854	605.46	637.061	544.32	614.47
SMIM1	1	0	0	0	1	0	0	0	0	0	0	2
SMIM10	94	95	78	101	117	180	153	160	74	96	101	78
SMIM10L1	1044.29	924.261	845.832	920.703	741.025	1006.45	1071.1	885.955	685.054	814.953	747.447	830.091
SMIM10L2A	2	1	0	0	3	0	1	0	0	0	0	0
SMIM10L2B	6	11	11	7	5	9	1	3	0	3	2	0
SMIM11A	179.75581	169.500811	107.89	124.414894	159.161	5.60092e-05	114.789750021369	65.1697	130.215	142.691	139.032	143.863
SMIM11B	69.5935711	71.1510129966	45.84219	53.109276303	52.2909031	213.88544	94.01141	112.35133	41.5951	85.75559	38.78163	45.961271
SMIM11P1	0	0	0	0	0	0	0	0	0	0	0	0
SMIM12	1020.9097	977.8688	806.73482	808.4368	793.31439	952.41615	927.66824	734.17842	701.45361	692.872	644.97998	712.29358
SMIM12P1	0	0	0	0	0	0	0	0	0	0	0	0
SMIM13	1267.00243	1145.002425	950	1015.9998	697	904	905.99975	725.9997	662	812	626	719.00008
SMIM14	2445.7775	2191.7932	2136.7398	2109.8025	1811.7694	2384.7717	2502.817	2099.1413	1573.5193	1955.067	2149.9146	2093.2528
SMIM15	1518.496	1523.101	1305.737	1378.527	1060.846	1507.233	1302.564	1033.126	906.009	1357.989	1216.933	1250.681
SMIM17	4.00000241	1	2	1	0	7	4	0	1	2	0	0
SMIM18	0	0	0	4	0	0	0.857291	0.934419	0	0	3.95742	0
SMIM19	282.58385	298.33385	299.03774	289.006	220.00017	274.05043	296.37314	268.15568	227.00226	232.1261719	268.00045	247.154624
SMIM2	0	2	2	2	0	1	0	1	1	1	4	1
SMIM2-AS1	2.18308	6.73821	6.13028	2.09515	7.23761	5.03608	4.02351	5.07277	4.76978	8.26098	4.66724	5.08723
