7496_IG1_20201218	7496_IG3_20201218	7496_ZFX2_ZFY1_20201218	7496_ZFX3_ZFY2_20201218	7497_IG1_20201218	7497_IG3_20201218	7497_ZFX2_ZFY1_20201218	7497_ZFX3_ZFY2_20201218	7506_IG1_20201218	7506_IG3_20201218	7506_ZFX2_ZFY1_20201218	7506_ZFX3_ZFY2_20201218
RREB1	1762.649966463	2424.04394	2218.0458	1893.11779	1411.0252	1602.0038	787.572239	807.000257741	1233.2728	657.0000285	852.9996	1011.0157
RRH	4	6	1	1	1	7	7	0	10	5	0	2
RRM1	5695	6858.99516	5343.98848	7831.9991	3433.99	4626	4553.99	5050.98	10204	7984	6449	7893
RRM1-AS1	1.05714	0	1.05397	0	1.09349	0	1.05964	2.14299	0	5.17996	1.0974	0
RRM2	2696.8401	2564.94	1723.8	4822.9727	875.318	1482.24	1366.4073	1953.5395	8392.6428	7844.785	4890.4065	6971.1602081
RRM2B	3334.999	4985.004	4101.9969	3285.9957	3272.005	4265.002	4544.0039	4746.99631	5147	3660.998	2815.005	3210.004
RRM2P2	0	0	0	0	0	0	0	0	0	0	0	0
RRM2P3	0	0	0	0	0	0	0	0	12.1064	0	2.00704	2.02916
RRM2P4	0	0	0	0	0	0	0	0	0	0	0	0
RRN3	2390.388	3304.558	3200.4918	3033.067	2153.0925	3094.6671	3427.128	3973.07973	4446.699	3089.2732	2960.90500455	3262.095976
RRN3P1	51.35344	76.74823	93.00462	62.16	49.03887	75.3787	38.8895	27.79446	50.3158	28.76102	47.51835	21.51322
RRN3P2	13.0323	14.66943	18.2025	12.9716	9.92925	14.4442	5.48565	6.55886	6.4942	25.3238	12.8244	23.1951
RRN3P3	147.3463	227.3766	226.479	214.5103	93.2596	156.9036	100.85132	134.6757	209.9181	129.6623	162.3732	150.8319
RRNAD1	328.7267	359.39387	319.87954	304.74951	160.25396	185.5025	278.26974	297.9464	380.69376	296.11797	300.6838	291.22926
RRP1	990.109	1269.07	1011.4	1154.85	534.993	760.238	604.315	777.491	1414.15	952.009	933.718	1012.66
RRP12	1865.976	2131.085661	1833.00700001213	2094.2068	1392.99913139	2152.998	1715.26117292	2056.66	2568.5775	1832.302	1795.19410055068	1956.5604818767
RRP15	1410.05	1886.95	2162.4	2136.41	989.683	1301.39	1475.73	1567.04	2048.9	1538.02	1408.72	1771.47
RRP1B	2620	3328	2780	3073	1549	1931	1672	1920	3082	2252	2060	2439
RRP36	2487	3228	2624	2805	1709	2228	2305	2574	3628	2315	2301	2540
RRP7A	1309.87	1746.9	1468.64	1566.23	1391.99	1975.11	1911.21	2100.34	2546.7	1671.21	1604.95	1704.33
RRP7BP	101.39665	184.7125	140.2023	178.5774	157.26606	202.5327	161.9991	239.12476	179.53057	94.25698	160.05926	114.62532
RRP8	809.3033	961.7096	694.4158	834.2263	430.0517	626.543	395.2828	521.9041	1002.06	660.7151	630.9256	732.6791
RRP9	621	839	709	694	450	592	646	769	1073	796	733	702
RRS1	1510	1907	1568	1816	805	1072	1126	1393	1644	1157	985	1274
RRS1-AS1	11.3301	5.2163	11.6698	6.06061	3.00213	9.14328	4.18892	3.0178	1.00942	0	9.15728	2.03754
RS1	0	0	1	0	0	0	0	0	0	0	0	0
RSAD1	904	1069	904	1132	505	691	743	781	1011	721	732	782
RSAD2	10.2644	18.6095	10.0533	5.36092	32.053	25.7148	14.2557	21.1796	3.16454	14.0247	0	8.03346
RSBN1	1043.999807	1457.000175	1230.000008	1031.000861	637.999783	787.000632	808.0001	919.000151	1280.000319	863.99993918	898.001	937.999718
RSBN1L	990.244	1472.276	1411.052	1229.1801	556.618	712.414	711.02	733.417	920.488	645.416	713.741	768.39
RSC1A1	257.883	420.036	432.819	308.602	170.454	272.296	236.071	292.05	379.216	248.517	260.524	327.807
RSF1	3478	5435	5513	4231	2718	3548	2152	2292.001	3465	2153.001	2376.998	2874
RSF1-IT1	4.74126	8.08722	8.10874	2.02264	1.06842	8.10319	1.00708	3.03401	2.03267	3.04871	3.03089	2.02798
RSF1-IT2	3	10	1.05346	6.35745	0	4	7	6	7	5.30858	1	7
RSG1	166	187	139	107	62	106	60	68	172	86	98	92
RSL1D1	7302.36	9350.3	8564.29	8623.17	4948.24	6588.78	4954.19	6011.55	9140.9	6194.35	6051.06	6920.51
RSL24D1	3191	3992	5598.97	4031	1949.96	2466.99	3484	3695	4836.9	2962	3642.76	4097.98
RSL24D1P1	0	0	0	0	0	0	0	0	0	0	0	0
RSL24D1P11	0	0	0	0	0	0	0	0	0	0	0	0
RSL24D1P2	0	0	0	0	0	0	0	0	0	0	0	0
RSL24D1P3	0	0	0	0	0	0	0	0	0	0	0	0
RSL24D1P4	0	0	0	0	0	0	0	0	0	0	0	0
RSL24D1P5	0	0	0	0	0	0	0	0	0	0	0	0
RSL24D1P6	12	2	2	1	7	1	4	3	14	2	4	1
RSL24D1P8	0	0	0	0	3.03951	1.00782	0	0	0	0	0	2.01829
RSL24D1P9	0	0	0	0	0	0	0	0	0	0	0	0
RSPH1	8	2.999996	1	1.00547	1	3	5	4	5	1.0126	3	6
RSPH10B	0.771714	1.16514	3.26153	0	2.46253	0	0	0	1.4662	1.21149	0	0
RSPH10B2	2.28178	0	1.02454	0	0	0	0	0	0	0	0	0
RSPH14	0	1	0	0	2	0	0	0	0	0	0	2
RSPH3	1410.131	2012.367	1707.745	1285.0318	952.881	1221.67	647.861	606.339	1093.521	672.6061	565.4907	777.961
RSPH4A	3	7	11	7	6	5	14	12	17.00002	6	4.999996	3
RSPH6A	0	0	1	0	0	9	0	0	0	0	1	0
RSPH9	24.6006	28.9773	35.4445	39.748	6.69197	18.1379	18.103	15.8583	37.15181	30.7584	6.91733	13.2851
RSPO1	1.00004	2.00027	6.00114	0	1	1	0	0	13.000374	6.0013	1.999996	9.00041
RSPO2	1	0	0	0	0	0	1	1	9	13	6	2
RSPO3	296.0002	621.9998	342.0005	349.0005	164.9997	202.9996	121	213.9997	528	310.9997	199.0005	275.9996
RSPO4	59.99997	85.00004	48	47	1	0	0	0	0	1	2	1
RSPRY1	3312.998	4751.998	4195.002	4127.001	2187.002	2764.005	3762.997	3429.998	4652.001	3133.999	3091	3567.996
RSRC1	1180.243	1566.983	1288.464	1236.9839	852.8123369	1056.717	976.195	1062.54700105776	1200.526	912.4868698	737.5287	897.1111
RSRC2	2219.91	2951.12	2770.65	2402.65	1553.04	2195.85	1603.79	1857.7	2514.77	1506.93	1773.99	1905.46
RSRP1	405.065	740.193	1000.727	656.501	430.42	461.415	132.0167	211.0003	316.1917	197.9996	231.0735	264.1006
RSU1	16305.01	21268.12	18101.72	17348.2	11760.56	15615.636	18739.721	20101.987	21861.99	13060.463	15633.771	16189.428
RSU1P1	1.02077	1.01657	0	1.01663	22.6593	24.6915	18.3861	21.4117	0	0	0	0
RSU1P2	0	0	0	0	0	2.00006	0	0	3.00008	0	3	0
RSU1P3	0	0	0	0	0	0	0	0	0	0	0	0
RTBDN	6.01628	5.41798	7.06338	5.03539	0	2.0676	5.07207	1.01054	4.01521	0	0	4.02071
RTCA	2804.594	3672.29	3543.67112	3311.53	2707.23588	3442.94641	3984.19522	4675.94	4095.86	2842.35	2684.256	2721.367
RTCA-AS1	11	18	21	20	6	6	10	8	19	20	18	24
RTCB	4548	5643	4790	5259	3219	4573	5324	5947	7225	4914	4944	5311
RTEL1	829.00022	866.86389	705.19472	795.997	523	847.278	613.7385	720.0001	801.9998	521.0001	548.0003	595.99933
RTEL1-TNFRSF6B	0	47.009	35.7505	0	0	13.3604	10.9692	0	0	0	0	0
RTEL1P1	0	2	0	2.00318	0	2	2.00397	0	0	0	0	2
RTF1	4149.27	5871.16	4390.47	4076.2	2656.26	3617.91	2273.66	2501.3	4558.52	2919.96	2771.84	3242.61
RTFDC1	6722.999	8790.993	7875	7671.003	4541.9981	6237	7058	7887.999	10125.005	6402.998	7255.996	7851.998
RTKN	473.0004	573.9995	361.9999	415.00000205571	262.9998	384.9996	301.9999	335.9997	544.99966946	409.0000182836	329	397.00000116558
RTKN2	54.1901	75.1153	59.09008	91.37699	35.03885	46.2099	38.99999	54.00876	71.02371	39.02688	50.07067	37.03524
RTL1	5	7	2	9	2	5	11	1	0	1	2	1
RTN1	9	8.999998	3	3	3	2	3	0	37.00001	20.99998	19.99996	38
RTN2	466.9008	724.984	674.9995	618.9996	412.0009	551.9213	745.9387	807.9839	648.8433	356.9998	512.9868	491.9493
RTN3	14925.9425	19306.8918	17745.8840003817	18662.898398317	13754.79372	17682.7778	23706.8107001541	26214.751433	20167.8701722182	13526.9341018611	14129.01823	15798.9207
RTN3P1	0	0	1.03131	0	1.05706	0	0	0	0	1.05768	0	0
RTN4	78307.9487	107822.9479	87264.9898	82319.9245000139	60210.0364	74366.0516	92393.9689000127	96014.0466995	77857.9638	51722.9887	51326.992	58516.9883
RTN4IP1	293	388	359	409	156	217.961	283	345	352	293	293	304
RTN4R	8	17	2	0	0	2	0	2	14	7	5	1
RTN4RL1	417	491.023	217	200	41	49	32	28	43	31	17	19
RTN4RL2	2.70625	8	3.999997	4.45439	5	2	14	2	11.94689	7.936419	1.35007	16.22759
RTP1	0	0	0	0	0	0	0	0	0	0	0	0
RTP2	0	0	0	0	0	0	0	0	0	0	0	0
RTP3	0	0	0	1	6	0	0	0	0	2	0	0
RTP4	9	12	19	15	2	1	0	2	14	8	19	8
RTP5	0	0	0	0	0	0	0	0	0	0	0	0
RTTN	1144	1376	927	1182	350	434	489	509	1364	936	974	1098
RUBCN	1843.7647	2552.5691	1894.2855	1906.0889	1435.2428	1944.68	1295.7827	1552.063	1450.8158	1000.5775	1069.6822	1234.1429
RUFY1	3137.998	3686.001	3033.995	3002.001	1804.002	2541.999	2269.999	2572.002	2791.998	1885.002	1908	2216.004
RUFY2	1295.04387	1810.00239	1818.17387	1525.9481	1021.64068	1303.06205	1130.33068	1157.7543	1779.7992	1209.7196	1178.5953	1290.96769
RUFY3	1421	2089	1695.001	1510	680	842.9995	736.0003	761.0003	1152.0002	695.9993	699.9999	866.0002
RUFY4	0	1	0	0	0	0	0	0	0	0	0	0
RUNDC1	968.415	1349.35	1155.67	1060.72	1007.41	1342.97	1124.05	1100.81	1274.05	868.698	821.297	909.626
RUNDC3A	2	9	1	15.99995	2.15788	4	4	2	30.99999	17.99996	18	20.7364
RUNDC3A-AS1	53.2018	80.0609	93.7282	70.1021	54.45	85.1449	57.0216	53.3773	208.532	137.766	131.11	143.367
RUNDC3B	15.22762	17.5942	8.22439	9.15062	0	0	0	2.13309	4.1006	3.266501	3.80791	3.13606
RUNX1	6413.9969	9809.3999	10954.9973	7711.0015	3568.3706	4697.9958	5050.0051	5035.9024	7109.695003824	4237.9984	5036.9999	5712.001
RUNX1T1	1481.12713179851	2393.2815	2124.86592	1709.46655983013	680.31548486	901.36252	847.2949	792.2425772	1337.73486	773.600877031159	1031.5274575357	1092.52362018
RUNX2	772.0004	1114.0004	1480.0042	1064.9998	289.99987	321.000000094063	304.9995	305.9995	563.99966249911	272.00044	395.0005	453.0009
RUNX3	216.634	200.671	125.781	149.306	452.3521	614.23163	390.723	445.206	522.16887	316.299	293.07	304.954
RUSC1	1751.93714	2289.903534546	1653.8632	1694.9997	1292.6652	1897.9025	2082.8035	2186.67299	2291.8239	1526.7916	1572.839	1647.9526
RUSC1-AS1	28.51783	55.90091	79.02484	58.0048	59.1024	78.22913	19.685791	38.81102	24.05479	32.04568	16.82344	18.6219
RUSC2	4294	5690	5345	4264	3622.999	4757	2744	3147.996	5338	3336	3685.005	3865.003
RUVBL1	2756.9034	3422.021	2889.041	3357.7943	1316.9126	2028.35	2106.6744	2356.4651	4680.725	3072.9283	3160.4526	3610.0519
RUVBL1-AS1	1	0	1	2	0	3	0	0	0	0	1	0
RUVBL2	3544.993	4272	3422.998	4626.996	2121.002	3114.004	3420.995	4140.996	6145.0027	4321.0045	4426.0027	4840.0003
RWDD1	3025.085	4116.509	3689.327	3060.096	2309.111	2870.872	3869.486	3790.324	3520.713	2316.189	2187.403	2552.149
RWDD2A	409.373	554.719	532.403	384.911	262.542	345.783	336.056	304.137	530.064	339.213	368.79	404.638
RWDD2B	1657.72	2223.45	2213.05	2163.86	1006.03	1354.42	2090.95	2094.31	2637.65	1601.18	2018.63	2118.63
RWDD3	227.7602	339.3984	316.531	222.72416	176.928	173.3839	258.04	244.259	364.2725	211.452	200.3262	206.827
RWDD4	2232.4459	3042.471	3091.5238	2654.0307	1498.6908	1905.74439	2655.7235	2964.348	2850.108	2076.0016	2013.1962	2469.2957
RWDD4P1	0	2.79962	18.2201	4.73189	0	4.63837	0	0	4.89966	0	0	1.70649
RWDD4P2	21.5525	8.72513	4.2558	9.24093	11.3091	35.6205	15.2806	13.6494	51.9919	0	25.8013	0
RXFP1	0	1.000000120794	0	0	1	2	3	1.0000000104825	3.0000000528157	2	3	0
RXFP2	0	1	1	0	0	0	1	1	0	1	1	0
RXFP3	0	0	0	0	0	0	0	0	0	0	0	0
RXFP4	4	0	2	3	3	1	0	0	1	0	0	0
RXRA	1946	2488	1860	1746	1278	1674	1601	1736	2020	1275	1403	1430
RXRB	2365.999	3268.997	2562.002	2385	1153	1835.999	1869.996	2143.998	2734.997	1875.998	2087.995	2167.998
RXRG	0	0	0	0	0	0	0	0	0	0	0	0
RYBP	2303	2874	3762	2669	1783	2244	2563	2734	3216	2071	2253	2664
RYK	4071	5632	5022	4015	2136.004	2796.97	3205.99	3220	5695.93	3547	3759.96	4148
RYKP1	2.0048	0	0	0	0	4.03048	2.00822	0	8.06688	0	5.03503	0
RYR1	6.0000000266484	0	0	2.0000000200604	2	6.000001	0	5.0000000104956	15.99998	11.999969	2	8.0000000127146
RYR2	1	3	1	4	14	19	36	30	1	0	0	0
RYR3	25.000014	38.000031	44.999946	33.058431	18.999956	30.113365	27	14.000004	17	11.9999934	16.999996	17.000002
S100A1	14.45248	47	33.11786	22.07971	14	22.71602	15	20.99996	19.40236112896	6	6	10
S100A10	15055.03	19796.05	15611.03	16140.02	10653	14703.05	16891.95	17987.04	14058.97	7971	9499	10077
S100A11	27216	34585	24999	26127	20124	27148	29976	34851	34806	19838	22649	24448
S100A11P1	0	0	0	0	0	0	0	0	0	0	0	0
S100A11P2	0	0	0	0	0	0	0	0	0	0	0	1
S100A12	0	0	0	0	0	0	0	0	0	0	0	0
S100A13	3737.782	4907.408	3429.897	3816.506	1955.014	2886.363	3311.901	3827.53	7258.141	4097.7456	5002.63	5209.53
S100A14	11	2	3	5	1	4	2	0	1	0	1	0
S100A16	8188.0014	9448.00326	6781.003	8721.0013	8588	12370.0223	13249.9929	17333.9904	15504.6476	9546.9993	10090.0044	10350.9966
S100A2	141.00008	184.99997	99	172.99968	51.000038	82.99995	134.0000292	140.00003	172.99992	121.00006	124.99998	102.00001
S100A3	256	268	160	188.0003	205.0001	241.9998	347	327	206.0002	115	172.9998	164
S100A4	28221.9665	38280.0498	18056.048	21016.042	22852.9542	30217.9642	35355.91558	34340.971	22031.002	10474.00333	11911.008	10512.9985
S100A5	21.99997	28.99999	16	19.00003	11	26	18	8	10	6.000003	7	4
S100A6	51456.972	65794.972	44742.97	49447.041	25875.978	36251.962	38571.962	43291.972	79084.023	45604.953	51450.961	51223.045
S100A7	0	0	0	3	0	0.999882	0	4	2	2	0	1
S100A7A	1	0	0	0	0	0.000118406	0	0	0	0	0	1
S100A7L2	0	0	0	0	0	0	0	0	0	0	0	0
S100A8	0	0	0	0	0	0	0	0	10	0	0	1
S100A9	0	0	0	0	0	0	2	2	4	0	2	0
S100B	1	3.0488	5	1	3	4.05745	0	0	0	1	0	3
S100G	4	0	1	0	0	0	0	1	0	1	0	0
S100P	1	0	5	3	9	5	9	16	8	1	0	4
S100PBP	1302.516	1795.203	1579.183	1334.2021	672.182	911.1173	959.04874969	872.333	1554.246	937.545	1133.8835	1208.095
S100Z	0	0	0	0	0	0	0	0	0	0	0	0
S1PR1	1978	2096	2458	3006	435	673	840	1026	1709	1204	1078	1098
S1PR2	1268.71	1639.79	1575.56	1402.27	600.981	812.488	966.232	990.607	1808.69	1007.55	1234.03	1158.24
S1PR3	1478.0131	1922.5023	1351.2145	1522.6223	647.1753	975.0439	803.9833	1059.60044	1103.1504	957.75187	695.9817	978.3181
S1PR4	2	0	1	0	0	0	0	0	0	0	2	4
S1PR5	32.00004	28	25.55301	52.20904	16.62	16.007	42	37.17722	42.56633	17.18542	22.6523	31.1553
SAA1	1.56493	2	5.16892	0	12.6054	15	18	19.1235	12	3	5	4
SAA2	14.46497	7.15211	14.16675	9.01765	14.41795	1.00543	2.00078	6.08349	1.00186	0	2.00118	0
SAA2-SAA4	0	0	0	0	0	0	0	0	0	0	0	0
SAA3P	0	0	0	0	0	0	0	0	0	0	0	0
SAA4	0	0	0	0	0	0	0	0	0	0	0	0
SAAL1	530.9999	638.0002	518.9996	616.001	305	381.9997	445.9996	506.9996	829	511.0002	615	588.0001
SAC3D1	273	370	258.99998	315.0001	197.0004	249.9997	294.0001	332.9997	573.9995	443	327.0003	407
SACM1L	3173.999	4376.997	3534.003	3100.999	2416.997	3277	3517.003	3750.003	4232.999	2701.999	2462.001	2574.997
SACS	14421	20534.98	16099.99	16549.98	7002.999	9047.004	9783.001	8722.004	8816	6505.997	5980.994	7309.001
SACS-AS1	0	1	0	0	0	4	0	0	1	0	0	2
SAE1	7561.9994	8940.0029	7357.998	8737.002	5533.004	7291.996	8339.001	9864.00539	12781.031	8255.002	8504.996	9300.001
SAFB	3134.07315	4031.4347	3411.5300113649	3451.6286289	1688.4115	2636.21249	1388.273	1615.6940183073	2868.9287	1931.403	2005.413	2413.451
SAFB2	1627.93	2044.56	2052.47	2034.37	1219.59	1557.79	1026.73	1155.31	1445.07	1062.6	1015.59	1332.55
SAG	0	0	0	0	0	0	0	0	0	0	0	0
SAGE1	0	0	0	0	0	0	0	0	0	0	0	0
SAGE2P	0	0	0	0	0	0	0	0	0	0	0	0
SAGE3P	0	0	0	0	0	0	0	0	0	0	0	0
SAGE4P	0	0	0	0	0	0	0	0	0	0	0	0
SALL1	906	1223	924	892	393	513	242	390.99959	853	575	517.00035	576
SALL1P1	0	0	0	0	0	0	0	0	0	0	0	0
SALL2	70.24985	75	52.99996	49.48942	32.00002	28.99995	41	39	232.777030131762	190.8077	241.0004	262.8624
SALL3	0	1	0	1	0	1	0	0	1	0	1	4
SALL4	68.9384	95.3838	62.6486	72.5424	85.4863	88.9448	68.3824	66.2689	294.001	149.601	145.496	130.055
SALL4P1	0	0	0	0	0	0	0	0	0	0	0	0
SALL4P2	0	0	0	0	0	0	0	0	0	0	0	0
SALL4P5	0	0	0	0	0	0	0	0	0	0	0	0
SALL4P6	0	0	0	0	0	0	0	0	0	0	0	0
SALL4P7	0	0	0	0	0	0	0	0	0	0	0	0
SALRNA1	3.01059	8	9	10	1.0013	0	0	0	0	1	2.00118	1
SALRNA2	4	10	5.24364	2	0	0	0	4	1.01348	1	1	3
SALRNA3	1	3	8	10	2	5	5	3	0	2	1	3
SAMD1	1999	2470	1933	1946	812	1072	960	1166	2127	1357	1398	1572
SAMD10	62	87	77	94	68	62	87	91	136	70	82	84
SAMD11	1123.7484	1254.4248	1297.0707	812.282465658	210.383009461005	240.39371117673	246.003200011453	213.492694	1183.09383619	663.78834	898.58985332235	814.6393
SAMD11P1	1	3	0	0	0	2	0	0	1	2	0	0
SAMD12	68.9202	75.40311	118.792	165.012	17.1951	23.3787	38.339	50.87154	40.232	36.004	57	44.89296
SAMD12-AS1	0	1	0	0	0	2	0	2	0	0	2	2
SAMD13	14.00002	20.00003	19	12.999976	8	12.999995	19	20.99998	10.000003	16.00002	16.99998	11
SAMD14	84.443	125.4073	66.4477	68.8923	25.6102	63.6804	22.75998	17.79415	92.6958	39.8289	38.9758	38.9956
SAMD15	95.91527	104.195	84.9607	74.4735	58.107383	87.12882	14.8915	48.77216	69.972	43.5977	48.4166	62.3225
SAMD3	98	138.00213	159.0036	113	122.99997	120.99993	134.0002	114.000018609	72.99998	35.00006	53.000062539	34
SAMD4A	6158.838	8749.03244	8666.817	6358.806	2823.127	3535.791	3049.212	3210.06	6620.5	3920.069	4235.587	4862.727
SAMD4B	5619.00300004897	7093.00504421766	5896.001	5931.99500150096	4272.99773348038	5771.99740011557	5118.992712417	5646.99500036858	5190.00251736	3443.99800027048	3674.0020410719	4106.002
SAMD5	9.45344	11.0842	22.2034	20.6357	9.65041	12.5212	9.38948	15.0664	16.0699	6.45013	4.61568	10.6253
SAMD7	2.00360654715	2.00027376323	0	0	3.0002288933	0	0	0	3.00057414721	0	0	0
SAMD8	2946.2502	4468.065	4480.4849	3505.544	2462.1891	2947.435	3192.681	3407.0411	3981.331	2358.058	2612.458	3016.0645
SAMD9	3272.996	4193.9973	4903.996	4251.997	2589	3308.9975	2969.000931378	3333.9954	3451	2436.997	2458	3067.00000031002
SAMD9L	1626.856	2205.669	2317.594	2060.538	2207.712	2919.631	2315.824	2515.977	1166.458	789.25	813.2033	1035.341
SAMHD1	1691.29	2181.16	1859.67	1943.53	958.321	1464.2	1610.83	1616.34	2113.78	1343.68	1425.41	1549.46
SAMM50	3259	3864	3183	3634	2262	3229	3831	4393	4977	3302	3361	3668
SAMM50P1	0	0	0	1	0	0	0	0	0	0	0	0
SAMSN1	0	1	0	0	0	0	0	0	2	0	1	0
SAMSN1-AS1	0	0	0	0	0	0	0	0	0	0	0	0
SAP130	1539	2124.995	1768	2034	1590	2120	1780.999	2040.001	1850.999	1245	1326.001	1542
SAP18	8001.00000005772	10306.0000122763	7970.0000633	8486.0015346	5630	8510	8363	10069.0000000127	11872	8234	8301.00000387589	8360
SAP18P1	1	1	0	0	1	0	0	0	0	0	0	1
SAP18P2	0	0	0	0	0	0	0	0	0	0	0	0
SAP18P3	0	0	0	0	0	0	0	0	0	0	0	0
SAP25	0	0	1.23887	0	0	0	0	0	0	0	0	0
SAP30	342	473	413.901	418.95	209.839	289	311	365	469	355	316	318
SAP30BP	2636.9998	3316.996	2927.001	3254.0029	1899.9966	2955.6294	2692.796	3052.9957	3624.998	2484.0024	2561.9952	2721.0006
SAP30L	1602.0047	2209.000157841	1403.9958	1392.0041	861.9998785	1178.005	915.9996	1053.9999	1858.0007	1314.9956	1131.005	1225.9992
SAP30L-AS1	304.84016	437.33179	344.06736	288.27448	174.91069	226.66981	97.42671	115.99361	103.62876	65.3321	76.28803	65.82747
SAPCD1	23.9732	14.853	14	4.27647	1.97084	9.71588	10.0801	4	29	8.61007	12.5116	11.6957
SAPCD1-AS1	3.0268	4.8246	1	3.89591	0.0291607	0.683516	1.91988	4	0	2.38993	11.4884	0
SAPCD2	136.7	111.023	91.3548	275	27	84.1466	39	71	276.487	283.036	182.495	279.45
SAPCD2P1	0	0	0	0	0	0	0	0	0	0	0	0
SAPCD2P2	0	0	0	0	0	0	0	0	0	0	0	0
SAPCD2P3	0	0	0	2	0	0	0	0	0	0	0	0
SAPCD2P4	0	0	0	0	0	0	0	0	0	0	0	0
SAR1A	14217.15083	19313.351	18634.422	16293.976	11007.9101	14465.004	16905.94	19198.575	20427.82	12838.718	14292.907	15317.591
SAR1AP4	0	1.00038	0	0	0	0	0	0	0	0	0	0
SAR1B	4720.5419	6396.535	6234.4628	5480.70100002207	3601.0557	4979.7538	5991.708	6514.1180632	7287.0819	4709.6428	4951.6825	5681.7627
SAR1P1	0	0	0	0	0	1	0	0	0	0	0	0
SAR1P3	0	0	0	0	0	0	0	0	0	0	0	0
SARAF	9276.959	12906.954	11485.988	9551.996	9557.957	12587.912	13769.046	15614.01	16242.971	10314.907	10925.97	11554.969
SARDH	14.00586	29.26827	12.5928	1.00061	14.35982	12.4412	11.10859	4.00111	63	42.806	32.17213	33.99998
SARM1	422.05	567.137	365.919	325.499	209.143	266.819	150.957	170.415	584.429	371.161	348.305	328.584
SARNP	2597.339	3452.358	2802.1875	3118.2946	1885.6468	2638.7531	2723.8323	3226.465	3976.0823	2605.1256	2516.549	3056.153
SARS	9116.002	11456.951	13765.047	10101.999	6908.997	9162	10175.004	11524.001	11937.02	7058.003	8955.997	9073
SARS2	295.8262	350.91728	206.598800278817	304.723	232.96013	207.877271	296.4348	346.904	466.2685773	294.8995	323.7779	353.43400079717
SART1	3489	4340	3619	3994	2151	3126	2275	2899	3738	2622	2528	2917
SART3	2271.996	2820.00219	2608.997	2520.99526	1222.999	1725.99822	1379.99673	1493	2356	1686.00293	1635.99466	1916.00206
SASH1	9895.9083	14957.2302	14929.8992	12653.9806	4649.85469	6075.9724	5092.5613	5451.3193	11028.6403	6800.9029	8209.1738	9093.1644
SASH3	0	0	0	0	0	0	0	0	0	0	0	0
SASS6	187	240	383	217	118	114	140	144	252	146	195	195
SAT1	2644.9957	3427.998	2826.9982	3128.0001	2561.0038	3636.9968	2893.0017	4069.9951	4683.9977	3488.0045	2953.9976	3889.0032
SAT2	843.0003	1139.996	529.0002	591.9997	564.9999	750.0004	566.0005	745.9999	1232	704	587	566
SATB1	752.04641	1214.0165675	1220.00017	1021.9997	316.99979	463.07954	437.001	455.0007	744.00042	492.00023	627.9999	644.0005
SATB1-AS1	0	0	0	2	0	0	0	0	0	0	0	0
SATB2	1749.966	2222.9887552	2130.975	1971.0001	1247.986	1567.9752	1342.9879	1466.9999	1509.999	1084.9996	1226.001	1276.9992
SATB2-AS1	0	1	1	0	0	0	0	0	0	0	0	0
SATL1	0	0	0	0	0	0	0	0	0	0	0	0
SAV1	1721.26	2557.34	2669.14	2136.14	929.838	1383.95	1376.8	1462.12	2159.93	1387	1536.58	1494.52
SAXO1	2	1	0	0	0	0	1	0	0	1	4	0
SAXO2	8.07848	15.41324	11	8	13.15	14.0053	7.00021	12	8.00308	23.00001	10	6
SAYSD1	451	547	374	388	203.9999	304.0005	360.9997	347	503	324	313	261
SBDS	12374.286	16373.5112	15027.4233	13502.9581	9870.333	13410.216	15096.7433	16697.2566	14586.931	9615.806	9510.220014295	11356.9754
SBDSP1	2146.678	2709.496	2467.586	2174.041	1409.669	2049.759	2143.272	2389.731	3129.038	2006.196	1987.782	2225.008
SBF1	5328.17	6877.99	4504.66	4689.78	3976.54	5316.97	3737	4538.98	6065.48	3926	3504.08	3821.49
SBF1P1	0	0	0	0	0	0	0	0	0	0	0	1.00032
SBF2	4196.06	5954.94	5885.17	4841.22	2049.579	2890.906	3019.875	2938.392	4512.91	2692.33	3277.017	3667.112
SBF2-AS1	119.93795	202.972	220.78291	238.3311	69.37003	110.9599	107.5633	111.61304	150.0924	88.6721	123.9578	96.8851
SBK1	8.10981	12.0081	3.24539	4.33757	6.01438	3.01786	12.0076	14.0054	6.00485	0	17.009	27.0129
SBK2	0	0	0	0	0	1.00000020651	0	0	0	0	0	1.00000032983
SBK3	0	0	0	0	0	1	0	0	0	0	0	0
SBNO1	5172.02	6745.674	6560.4796	5831.244095	3476.69731	4658.8196	3285.9287	3977.5466	5491.771	3753.99000761806	3865.4400268053	4366.916
SBNO2	2055.002101139	2563.0019	2697.00000015642	2273.9953823	1015.000482	1340	1115.00000001042	1055.00000046755	2407.00300246079	1615.99988	1831.995642	1940.004
SBSN	169	126	165.0003	126	58	77	49.00003	50.99998	169.0004	89	136	133
SBSPON	19.0288	18.4157	16.4579	14.505	7.51196	8.48051	4.68097	0	11.4115	3.00429	7.70324	9.95398
SC22CB-1D7.1	0	0	0	4	0	1	0	0	0	0	1	0
SC22CB-1E7.1	0	2.09127	2.11058	6.28214	3.19024	0	0	0	0	0	3.13575	0
SC5D	1671.00000992088	2498.004	2350.00400032648	1842.003	1884.997	2305.999	2739.003	2906.996	2441.000377447	1719	1704.9972	1961.999107
SCAANT1	0	3	0	0	0	0	1	0	1	2	0	0
SCAF1	5890	7387	5403	5762	4326	5577	3641	4035	6249	4159	4282	4824
