7485_IG1_20200906	7485_IG3_20200906	7485_ZX2_20200906	7485_ZX3_20200906	7481_IG1_20200906	7481_IG3_20200906	7481_ZX2_20200906	7481_ZX3_20200906	7486_IG1_20200906	7486_IG3_20200906	7486_ZX2_20200906	7486_ZX3_20200906
SNX18P13	0.0345365	0	0	0	0	0	0	0	0.18077	0	0.284973	0.543777
SNX18P14	0	0	0	0	0	0	0	0	0	0	0	0
SNX18P1Y	0.431361	0	0	0.491118	0.719065	0.293046	0.415221	0.16123	0.200909	0	0	0
SNX18P2	0	0	0	0	0	0	0	0	0	0.100565	0	0
SNX18P23	0	0.20878	0	0.169372	0.252604	9.79666e-06	0	0	0.157604	0	0.310332	0
SNX18P24	0	0	0	0	0	0.102311	0	0	0	0	0	0
SNX18P25	0.190567	0.191466	0.329628	0	0	0	0.162419	0.0935358	0	0	0	0.112571
SNX18P26	0.51675	0.434881	0.525917	0.199312	0	0	0	0	1.07664	1.07673	1.16789	0.700777
SNX18P27	0	0	0	0	0	0	0	0	0	0	0	0
SNX18P3	1.6141372	1.74913	1.09901	1.7573	0.706041	0.254515	0.645428	0.197246	1.1991	1.70069	1.61738	1.5342
SNX18P4	0	0	0	0	0	0	0	0	0	0	0	0
SNX18P5	0	0.139602	0	0	0	0	0	0	0	0.188159	0	0
SNX18P7	1.89417	1.21816	0.391969	0.619268	0.952586	1.21652	0.629152	0.121062	0.65289	0.56008	0	0.316348
SNX18P8	0	1.69089e-08	0	0	0	0	0	0	0.200558	1.75606e-09	0.133866	0
SNX18P9	0	0	0	0.175766	0	0.158429	0	0	0	0	0	0
SNX19	38.952479	37.162748	32.367865	33.16213	30.967277	28.686324	23.9664438	22.888389	33.522641	33.132351	29.604687	33.25253
SNX19P1	0.0692568	0	0	0	0	0	0	0	0	0	0	0
SNX19P2	0.103044	0.0521157	0.0419757	0.0596746	0.0707565	0.0363056	0.0564816	0.0550768	0.0482718	0.0220428	0.0729564	0.046511
SNX19P3	0.000278762	0	0.0635227	0.0401507	0.261093	0.0182959	0.113693	0.0835562	0.0730136	0.0222183	0.0490048	0
SNX2	41.9769	44.679856	42.05727	45.785875	48.495152	48.143201	43.6717	43.344726	42.561592	48.113438	46.60471	48.396383
SNX20	0.0178827	0.0721648	0.0649744	0	0.0672967	0.0378354	0.017438	0.0803063	0	0.0898141	0.0757776	0.0481217
SNX21	19.845094	14.618147	10.550601	12.735494	30.756439	27.264165	21.77354	21.586184	29.120691	25.24006	19.840596	19.796536
SNX22	0.683812	0.650802	0.443127	0.597678	0.289544	0.445675	0.586756	0.38354	1.05445	1.17494	1.1697	0.785185
SNX24	35.28976	32.83918	33.33848	31.67636	28.45485	26.151918	27.80735	23.97005	25.12093151121	28.23604	22.910027	24.4323422705
SNX25	20.67826	21.156248	17.345428	17.5331	17.9638	19.8277	15.469181	14.5003	20.5256	23.1803	22.045264	20.189163
SNX25P1	0	1.47948	0.116515	0.552948	0.130266	0.288176	0.400188	0	0.529367	0.489659	0.531508	0
SNX27	9.00506	8.68124	7.73036	6.263157	8.40412	10.05041	10.17903	7.63697	6.764407	6.99813	10.21022	9.15058
SNX29	12.5791	11.7397	12.6587	12.5949	11.7474	11.5618	11.6421	11.7366	10.4693	10.4972	11.8885	12.6289
SNX29P1	0.112056	0.0880426	0.468712	0.236003	0.105818	0	0	0	0	0.161697	0.425834	0.160586
SNX29P2	0.0946124	0.433929	0.19843	0.393877	0.286629	0.180037	0.272535	0.202126	0	0.438503	0.213572	0.0888204
SNX2P2	0	0	0	0	0	0	0	0	0	0	0	0
SNX3	303.77826	300.33739	302.73263	292.19167	280.95277	304.43991	251.3388	242.8388	273.50314	327.79065	330.54416	312.86597
SNX30	16.0765	15.0329	12.8144	12.565	16.1887	18.6091	16.1556	14.7231	14.9174	16.8463	14.4828	15.2252
SNX31	0.0516097	0	0.0628061437	0.118361	0	0	0	0	0	0	0.0729562	0
SNX32	0.0486598	0.124132	0.0896421	0.254164	0.124329	0.128834	0.312207	0.111673	0.102662	0.220137	0.484898	0.396601
SNX33	11.6207	10.5422	10.2821	9.86252	11.0023	11.2064	10.5361	10.066	10.2261	9.59345	9.28534	10.1241
SNX33P1	0	0	0	0	0	0.0285335	0	0	0	0	0	0
SNX3P1X	1.38234	0	0	0	0	0	0	0	0	0	0	0
SNX3P1Y	8.62985e-08	0	0	0	0	0	0	0	0	0	0	0
SNX4	20.6794	20.858	17.0153	18.4983	21.4133	20.0974	17.2287	15.3055	18.3101	21.9662	18.1717	18.6738
SNX5	46.673973	51.196402	50.74936	52.044523	39.1723	39.72803916	42.129811	38.012528	31.934132	36.943906	39.993923	40.648153
SNX5P1	0.415198	0.566993	1.0097	0.488373	0.176736	0.367066	0.273764	0.238196	0	0.0899676	0.195326	0.556197
SNX6	144.1468	127.3095	130.9246	125.9473	99.6038	109.8439	91.3737	92.2332	100.9707	118.7384	115.6216	109.907
SNX6P1	0	0	0	0.22117	0	0	0	0	0	0	0	0
SNX7	66.44391	62.70896	58.35198	50.5705	73.23368	77.07887	58.65744	61.59999	66.59541	70.13059	63.770922	65.88977
SNX8	8.97685	8.99674	11.606	11.6112	7.37971	7.0193	9.05203	8.27088	6.30881	5.59764	8.28948	8.13698
SNX9	54.53143	49.8319467	40.8641	43.46525	50.66244	49.62319	46.7667109506	44.139700345778	52.9446838	52.40984	51.65163	52.977869
SOAT1	19.844228	18.073567	18.555447	16.506067	22.441437	23.34974	16.492345	16.330498	21.35722	22.662922	18.133998	17.906307
SOAT2	0.2609	0.2892	0.116016	0.192256	0.151513	0.100504	0.116913	0.108782	0.299641	0.122354	0.37121	0.193734
SOBP	1.02802	1.18896	0.941909	0.861186	0.171341	0.0621865	0.0674433	0.100222	1.44191	1.27694	1.21908	1.23036
SOCS1	0.0920427	0.425919	0.283131	0.591025	0.765694	0.535977	0.683305	0.785091	1.02685	0.480914	0.792875	0.946949
SOCS2	11.372194	10.505336	10.503474	11.784748	38.02848	43.65229	43.787513	43.40875	9.808008	9.821945	11.6578	10.14523
SOCS2-AS1	2.171239	2.671469	3.475917	1.8371349	8.710412	7.213712	10.003437	9.643501	1.467344	2.406523	1.8940287	2.687245
SOCS2P1	0	0	0	0	0	0	0	0	0	0	0	0
SOCS2P2	0	0	0	0	0	0	0	0	0	0	0	0
SOCS3	14.1923	15.0665	13.954	14.1849	11.5708	12.7188	12.4373	11.999	2.80905	3.32792	3.30991	2.68305
SOCS4	17.879208406	16.00646	19.0331500226464	17.89623	15.7891	16.554910002413	15.34474	15.005930159885	12.44225	15.997180110597	18.39597	17.22346
SOCS5	45.5132	37.4631	41.98325	41.00639	58.5307	60.15833	52.10757	49.67019	55.81089	68.1472	67.4443	62.32683
SOCS5P1	0	0	0	0	0	0	0	0	0	0	0	0
SOCS5P2	0	0	0	0	0	0.0456058	0	0.0499515	0	0	0	0
SOCS5P3	0	0	0	0	0	0	0	0	0	0	0	0
SOCS5P4	0.0401286	0.120962	0.195177	0.0460611	0.0510292	0.0839023	0.0393208	0.182689	0.112682	0	0.113261	0.216535
SOCS5P5	0	0	0	0	0	0	0	0	0	0	0	0
SOCS6	42.0287	35.0951	42.1398	40.4689	28.6661	26.4258	29.56	24.69275	19.42343	22.1566	20.11733	22.48601
SOCS7	4.172449	4.2870891	2.877436	2.207235	4.71503	4.420975	3.094988	3.050557	4.31458	5.202828	3.50854	3.491852
SOD1	323.073	330.845	256.665	251.313	310.128	291.112	219.101	223.167	295.157154	301.186558	239.173	242.003
SOD1P1	0	0	0	0	0	0	0	0	0	0	0	0
SOD1P2	0	0	0	0	0	0	0	0	0	0	0	0
SOD1P3	0	0	0	0	0	0	0	0	0	0	0	0
SOD2	45.2625968	44.0533266	43.6548419	39.9425173	40.6148455	44.7184	31.1932638	29.43184	36.6524572	40.01597	25.85284	27.1079150169
SOD2P1	0	0	0	0	0.199851	0	0	0	0	0	0	0
SOD3	7.55254	7.172	7.1607	9.71489	17.8791	21.0336	25.314	24.6254	4.77457	3.50689	5.11134	4.47896
SOGA1	12.5353	11.6739	6.65854	6.55846	10.894	11.2762	6.87682	6.69418	11.4553	11.4298011	8.09452	7.96924
SOGA3	1.435914	1.486709	1.704464	2.074322	1.749496	1.128688	1.255112	1.1972356	0.83889529857	0.917943	1.6563298	1.8230374
SOHLH1	0	0	0	0	0	0	0	0	0	0	0	0
SOHLH2	0.116402	0.1492337	0.0853522	0.0925553	0	0	0.0620876	0	0	0.0405485	0.1992301	0.1393605
SON	106.0556	115.8596	103.5349	104.2073	108.1617	116.1164	96.6907	96.6743	116.797	118.5255	122.5773	121.8833
SORBS1	0.550115	0.504749	0.6454852	0.7707226	8.735199005	7.4197316741	6.352053	6.272598	2.786972	2.606322	2.6182071	2.01462941
SORBS2	4.5600934	3.2370542	2.5731712	2.4387413	2.6875567	2.5709101	3.003364	2.12895400465878	3.0764494	3.4178595	3.055675	3.0344068
SORBS3	73.78665	69.14977	51.025901	51.653987	75.211963	73.00134	53.073344	51.793907	80.073634	76.248592	60.71197	59.43122
SORCS1	0.0398289	0.0202171	0.0488956	0	0	0	0	0	0	0.0256857	0	0.0539555
SORCS2	5.84362	4.86872	5.64348	5.31336	2.288878	2.226457	2.88187	2.244626	0.9583577	0.937527	1.361252	1.07405000048366
SORCS3	0.00926418	0	0	0.0107342	0.0118758	0.00981805	0.027442	0.0106002	0	0.0119116	0	0
SORCS3-AS1	0	0	0	0	0	0	0	0	0	0	0	0
SORD	10.98826	10.85885	9.72003	10.25521	13.8909	11.47306	8.84111	10.24331	7.59253	8.44511	8.33557	8.20023
SORD2P	1.63184	0.886528	1.26406	1.7869	1.96401	1.43152	1.2591	1.21704	1.16659	2.12802	1.89208	1.545
SORL1	0.272387	0.361269	0.305234	0.316023	0.337378	0.384087	0.4043385	0.437315	0.611732	0.5264507	1.17655440033634	1.30529196
SORT1	37.2393	31.82175	33.44017	29.51337	24.8924	27.30028	23.86808	25.37705	29.82148	30.5343	28.02379	27.31587
SOS1	27.363369	25.654837	19.5391	18.75944	21.44246	23.20641	17.17634	16.71036	21.803094	23.41534	20.101232	22.9788000003147
SOS1-IT1	1.40847	1.07315	1.66909	0.198273	1.52472	1.24122	0.674462	0.586568	0.970285	0.684909	1.22542	0.937807
SOS2	23.84355	23.47122	20.54485	18.42716	18.31875	21.02647	16.1844	16.60306	17.56583	21.36995	20.10056	18.54163
SOST	0	0	0	0	0.20837	0.123401	0.0459794	0	0.456158	0.329695	0.0991358	0.031594
SOSTDC1	0	0	0	0	0	0	0	0	0	0	0	0
SOWAHA	0	0	0	0	0	0	0	0	0	0	0	0
SOWAHB	0.0744218	0.0911277	0.146335	0.051868	0	0.0157876	0.029462	0.0853361	0.0418703	0.0770002	0.0425335	0.0406234
SOWAHC	8.35993	8.31241	6.22412	6.84548	9.80018	11.2926	7.86192	7.57467	8.44334	9.85182	8.28737	7.78508
SOWAHD	0	0.0675101	0	0	0.0418573	0.0698111	0	0.0372846	0.04583	0.042628	0	0
SOX1	0	0	0	0	0	0	0	0	0	0	0	0
SOX10	0	0	0	0	0	0	0	0	0	0	0	0
SOX11	0.140752	0.188736	0.208178	0.136547	0.346962	0.263417	0.325604	0.375581	1.34732	1.43717	1.19741	1.32988
SOX12	10.0385	10.5895	11.1091	10.9685	9.28526	7.95164	11.583	10.2476	12.286	11.1809	13.5964	14.9759
SOX13	2.6584819	2.97033	1.875937	1.87048488	2.125196	2.5754631	1.846601	2.45371	1.8962	1.8504371	2.16601016418	1.410320461166
SOX14	0	0	0	0	0	0	0	0	0	0	0	0
SOX15	0.7289264	0.756925	1.276507	0.643687	0.18088	0.4051222	0.438657	0.2043892	0.624504	0.452853	1.482721	1.44642000122548
SOX17	0	0	0	0	0	0	0	0	0	0	0	0
SOX18	0	0.0596604	0	0.101086	0.0371378	0.217794	0	0	0.322477	0.263696	0	0.0397398
SOX2	0	0	0	0	0	0	0.0227145	0	0	0.0296554	0	0
SOX2-OT	0.9678172	0.610804	0.8858528	0.9317087	0.7767893	0.715759	0.5521294	0.5736219	0.2293	0.129438	2.0912457	0.4305082
SOX21	0	0	0	0	0	0	0	0	0	0	0	0
SOX21-AS1	0	0	0	0	0	0	0.0184108	0	0	0	0	0
SOX2OT_exon1	0	0	0	0	0	0	0	0	0	0	0	0
SOX2OT_exon3	0	0	0	0	0	0	0	0	0	0	0	0
SOX2OT_exon4	0	0	0	0	0	0	0	0	0	0	0	0
SOX3	0.0209533	0	0	0	0	0.0222927	0	0	0	0	0	0
SOX30	0.0608163	0.0413148	0.394324	0.1393095	0.128789	0.1802468	0.1530262	0.1849497	0.12297	0.190973	0	0.0548615
SOX4	5.57858	6.42062	5.01561	5.93024	6.56197	6.85864	7.17247	6.22699	2.8998	3.81959	4.39096	4.00022
SOX5	0.0463992	0.00881078	0.417281	0.0966643	0.155457	0.009224	0.111712	0	0	0.1634757	0.0123427	0
SOX5P	0	0	0	0	0	0	0	0	0	0	0	0
SOX6	1.77299172911447	1.43480110025428	1.717073098	1.0445300684458	0.1800966297	0.19326849566	0.119754390486	0.2319872574	2.428117025	2.624532832	2.2896314	2.4006026
SOX7	0.224153	0.211172	0.117679	0.223486	0.111469	0.273962	0.0791674	0.199774	0.134971	0.133757	0.205195	0.152179
SOX8	0.0470516	0.0643125	0.0386974	0.0915675	0	0.0167693	0.0622185	0	0.0879182	0.161966	0.157077	0.0856913
SOX9	13.1461	13.9552	14.3767	13.6646	10.2945	10.9733	13.8675	12.8446	11.9578	14.8932	14.2852	18.686
SOX9-AS1	0.4838641	0.134907	0.381609	0.260168	0.8826845	0	0.2207445	1.2746847	0.2623525	0.0457922	0.394875	0.3057963
SP1	18.55496	19.18305	17.73893	16.84057	18.0235	18.70439	16.03334	14.93379	16.24885	16.76263	14.73333	17.32569
SP100	46.103597	46.495732	42.628978	45.11341	50.03585	49.815444	43.53249	48.321399	46.15449	44.141685	45.85259	49.106629
SP110	10.906739	10.4146259	11.25308583168	11.46744	12.91092023108	14.42174929	12.10001	14.35794	14.816961	9.807705	18.19882	12.68648
SP140	0.131858	0.223022	0.118998	0.022540400734635	0	0.060705	0	0.022344	0.11943360148388	0	0.02686680263535	0
SP140L	16.979367	16.919906	15.507245	18.839258	13.348055	14.49908	10.161572	10.689313	11.869799	13.428533	11.827611	13.0665702782
SP2	14.4888	12.96445	10.66574	11.74401	12.72373	10.88827	12.07636	12.20135	9.657451	9.371818	11.77494	8.94586
SP2-AS1	3.3782	2.8097	5.15911	9.00857	3.31539	5.10313	5.71132	6.59932	3.93266	2.89124	5.71063	5.17841
SP3	30.96083	31.14586	28.89247	29.16114	29.47241	31.06044	28.42569	27.21334	24.08025	28.40976	27.75067	29.76915
SP3P	0	0	0	0	0	0	0	0	0	0	0	0
SP4	1.40389	1.3368	1.21772	1.51413	1.47175	1.69022	2.38393	2.21665	1.34256	1.84874	2.2219	2.18452
SP5	0	0	0	0	0	0	0	0	0	0	0	0
SP6	0.397688	0.249756	0.172283	0.339412	0.745341702953	0.57032	0.4403900111765	0.484389	1.3677	0.94992079	0.61760200328413	0.564515989804
SP7	0.0632094	0.0479406	0.0580128	0.146412	0.0404867	0.0166956	0.0596211	0	0	0	0	0
SP8	0	0	0	0	0	0	0	0	0	0	0	0
SP9	0.10462	0.0429441	0.103169	0.121769	0.0534318	0	0.0206575	0.023755	0	0	0.029969	0.0854457
SPA17	9.557621	9.801327	9.474696	8.334924	13.222751	12.593079	10.162312	11.224266	9.958169	10.18641	9.802782	12.399597
SPA17P1	0	0	0	0.49873	0	0	0.426085	0.732181	0	0	0	0
SPACA1	0	0	0	0	0	0	0	0	0	0	0	0
SPACA3	0	0	0	0	0.0774263	0.0637419	0	0	0	0	0	0
SPACA4	0	0	0	0	0	0	0	0	0	0	0	0
SPACA5	0	0	0	0	0	0	0	0	0	0	0	0
SPACA5B	0	0	0	0	0	0	0	0	0	0	0	0
SPACA6P	1.08189	1.00555	1.61409	1.85161	1.34829	1.08686	0.95152	0.906775	1.50429	1.16791	1.78289	1.45312
SPACA6P-AS	0.247075	0.0922479	0.165285	0.185466	0.149523	0.266047	0.107505	0.144048	0.207613	0.0990083	0.292108	0.212087
SPACA7	0.195972	0.0923199	0	0.103828	0	0	0	0.207876	0.127923	0.235042	0	0
SPAG1	2.07268	1.99279	1.29497	1.06729	1.61488	2.15555	0.892853	0.703251	2.20999	2.449771	1.18945	0.715845
SPAG11A	0	0	0	0	0	0	0	0	0	0	0	0
SPAG11B	0	0	0	0	0	0	0	0	0	0	0	0
SPAG16	11.3055615	11.466103	7.6046129	6.0891239	13.09115	13.8223168	9.4187713	9.405299	10.6358079	11.685447	9.02044	9.0096151
SPAG17	0.0903367	0.0910712	0.0501429	0.085323	0.0104888	0.00866037	0	0.0376548	0.0346635	0.0526158	0	0.0221108
SPAG4	0.772219	0.826456	0.764957	0.936504	1.17012	1.51368	2.09569	1.46416	0.205268	0.332625	0.783229	0.750552
SPAG5	6.76883	7.45728	7.35868	8.52767	9.18825	10.1666	6.09382	6.53603	5.63668	5.86891	5.09627	5.6998
SPAG5-AS1	0.866774	0.911527	1.993278	1.4024324	0.6002946	0.616318	1.301834	0.645264	1.7198433	0.9286913	1.416999	1.0500958
SPAG6	0	0	0	0	0	0	0	0	0	0	0	0
SPAG7	55.02641	60.092906	58.9178	59.946337	49.076792	47.573866	47.493852	43.852592	53.18017	52.478954	50.86029	54.24504
SPAG8	0.120092	0.178432	0.19431400440403	0.2113035	0.203149	0.2617117	0.2102471	0.3168420219433	0.1715733136948	0.1593451	0.343431	0.562204
SPAG9	93.782657925134	86.530817906559	80.9087011724167	79.475438334194	83.25254242	81.058702530507	69.4318846413066	65.863015808	62.5338747607873	65.89172373	65.3169750973	63.58080065828
SPAM1	0	0	0	0	0	0	0	0	0	0.0451164	0	0
SPANXA1	0.100416	0.272688	0.214107	0	0.0637203	0.276867	0	0	0	0.346306	0	0.356684
SPANXA2	0.100416	0	0.100383	0	0.0637203	0	0	0	0	0	0	0
SPANXA2-OT1	0.188902	0.305417	0.323925	0.150815	0.0591266	0.116612	0.364392	0.168404	0	0	0.0526004	0.113487
SPANXB1	0	0.395854	0	0	0	0.195159	0.184876	0	0	0	0	0
SPANXC	0	0.271376	0.000314281	0	0	0	0	0	0	0	0	0
SPANXD	0	0	0	0	0	0.214795	0	0	0	0	0	0.279975
SPANXN1	0	0	0	0	0	0	0	0	0	0	0	0
SPANXN2	0	0	0	0	0	0	0	0	0	0	0	0
SPANXN3	0	0	0	0	0	0	0	0	0	0	0	0
SPANXN4	0	0	0	0	0	0	0	0	0	0	0	0
SPANXN5	0	0	0	0	0	0.047108	0	0	0	0	0	0
SPARC	2775.67	2464.5	3210.32	2989.56	3770.87	3813.63	4197.92	4071.56	4382.99	4704.42	5224.2	5382.53
SPARCL1	0.0707242	0.143594	0.0573554	0.0543384	0.0299429	0.0741648	0	0	0.0662637	0.153158	0	0.0633946
SPAST	14.0705	13.57498	14.025567	12.48280151863	11.380673	11.5465100036409	11.483628	12.318979	11.1514267	13.72932	11.429807179	14.6044800062588
SPATA1	0.092839	0.183056	0.308035	0.763534	0.0608189	0.3373932	0.3383099	0.0508588	0.123504	0.299457	1.0783386	0.5980539
SPATA12	0	0	0	0.0486457	0	0.0221858	0	0	0.0296236	0	0	0
SPATA13	2.730663	2.828763	3.4928907	3.2266883	2.33348140007812	2.8184303	2.623424	2.16969588	2.257863944176	2.567125	2.5014550433	3.2288280129579
SPATA13-AS1	0	0	0	0	0	0	0	0	0	0	0	0
SPATA16	0	0	0	0	0	0	0	0	0	0	0	0
SPATA17	0.185367	0.162227	0.223856	0.211434	0.114416	0.103226	0.0750302	0.098911	0.154482	0.0963461	0.153224	0.115965
SPATA17-AS1	0	0.0715402	0	0	0	0	0	0	0	0	0	0
SPATA18	16.57609	15.8585	15.3948	14.00538	12.64395	11.81339	9.333284	9.78795	12.32605	14.77731	15.49772	15.8336
SPATA19	0	0	0	0	0	0	0	0	0	0	0	0
SPATA2	4.31668	3.81585	3.41844	3.72222	3.70393	4.03251	4.11952	3.84684	3.55979	3.73869	4.04176	4.21116
SPATA20	31.038336	28.26304	21.6912	22.66886	32.064953	30.41226	25.225405	23.1077124	29.39255	28.53914	27.332402	25.57664
SPATA20P1	0	0	0	0	0	0	0	0	0	0	0	0
SPATA21	0.261287	0.172122	0.180215	0.13181	0.23085	0.0627884	0.213663	0.055938	0.139136	0.0783647	0.169016	0.0663075
SPATA22	0	0	0.0512502	0	0	0.0627687	0	0	0	0	0	0
SPATA24	2.811236	2.669396	2.257979	3.125538	3.181294	2.67197	3.824943	4.653975	2.951572	3.776435	1.863303	4.574905
SPATA25	0.151619	0.388372	0.185782	0.264673	0.193961	0	0.374897	0.173039	0.212097	0.295043	0.215701	0.103897
SPATA2L	2.7284096487	2.51067	2.4826	2.45495	2.34576	3.119748	2.62914	2.404014	3.2197	2.45824	2.871871	2.95317
SPATA2P1	0.118994	0	0.0417487	0	0	0.179682	0	0.156257	0.0544524	0.0637504	0.133838	0
SPATA3	0	0	0	0	0	0	0	0.0382549	0.0469576	0	0	0.0454461
SPATA3-AS1	0	0	0	0.0158723	0	0	0.0135817	0	0	0	0.0389716	0.0372825
SPATA31A1	0	0	0	0	0	0	0	0	0	0	0	0
SPATA31A3	0	0	0	0	0	0	0	0	0	0	0	0
SPATA31A5	0	0	0	0	0	0	0	0	0	0	0	0
SPATA31A6	0	0	0	0	0	0	0	0	0	0	0	0
SPATA31A7	0	0	0	0	0	0	0	0	0	0	0	0
SPATA31B1P	0	0	0	0	0	0	0	0	0	0	0	0
SPATA31C1	0.103982	0.132071	0.127043	0	0.0331648	0.07165	0.153136	0.0297388	0.0740798	0.0712611	0.0782657	0.035833
SPATA31C2	0	0	0	0	0	0	0.0247074	0	0	0	0	0
SPATA31D1	0	0	0	0	0	0	0	0	0	0	0	0
SPATA31D2P	0	0	0	0	0	0	0	0	0	0	0	0
SPATA31D3	0	0	0	0	0	0	0	0	0	0	0	0
SPATA31D4	0	0	0	0	0	0	0	0	0	0	0	0
SPATA31D5P	0	0	0	0	0	0	0	0	0	0	0	0
SPATA31E1	0	0	0	0	0	0	0	0	0	0	0	0
SPATA31E2P	0	0	0	0	0	0	0	0	0	0	0	0
SPATA31E3P	0	0	0	0	0	0	0	0	0	0	0	0
SPATA32	0	0	0	0	0.0522164	0	0	0	0	0	0	0
SPATA33	4.4277	5.138483	6.039501	4.49939	3.879503	3.900711	2.697985	2.5149	3.907228	3.126932	2.807404	3.472114
SPATA4	0.18096	0.1830501	0.3640461	0.3441436	0.558383	0.4343493	0.291469	0.358333	0.0922328	0.1554064	0.1698891	0.1956323
SPATA41	0.02697	0.109304	0.178349	0.031076	0.0687765	0.141885	0	0.0615948	0.0378471	0	0.0762857	0.0364828
SPATA42	0	0	0	0	0	0	0	0	0	0	0	0
SPATA45	0.171774	0	0	0	0.426885	0	0.164926	0	0.474963	0	0.480129	0.232051
SPATA5	3.01739	3.07966	3.35247	3.44466	3.13167	3.25871	2.8233	2.94484	3.1122	3.37285	4.70534	4.91724
SPATA5L1	6.67488	6.9882	6.18038	5.57821	3.12794	3.73248	3.27056	2.641	4.02867	3.38691	3.15193	4.16
SPATA6	0.912875	1.201938	0.95491	1.49873000016867	1.916559	1.394345	1.447332	1.298442	1.356561	1.635546806	2.055555	2.015886
SPATA6L	0.0479717	0.0912389	0.234397	0.193621	0	0	0.423235	0.327228	0.067518	0.343674	0.312005	0.243727
SPATA7	5.999893	5.71452	5.08131	4.3553679	6.36775	6.21654	4.17337	4.495970250475	5.91371000644528	4.788086	4.317223613	6.22529
SPATA8	0	0	0	0	0	0	0	0	0	0	0	0
SPATA8-AS1	0	0	0	0	0	0	0	0	0	0	0	0
SPATA9	0.0657629	0.530796	0.559158	0.151603	0.415314	0.8584051	0.321418	1.18977	0.276794	0.59444	0.371701	0.355998
SPATC1	0	0	0	0	0	0	0.0248956	0	0	0	0	0
SPATC1L	12.332019	12.975073	11.994684	11.853855	9.652742	8.49033	7.448006	7.0689	14.687972	13.472723	11.579112	11.83881
SPATS1	0	0	0	0	0	0	0	0	0	0	0	0
SPATS2	17.077167	18.4639	15.614417	17.227288	20.949247	20.232381	19.490555	18.421717	16.846544	17.732076	18.018737	18.132652
SPATS2L	171.838506	163.322321	166.09085453292	162.4582223025	134.716058	134.973216	112.394033	105.516680239786	127.302573	129.082886	121.838436	126.351992
SPC24	2.38958	2.73665	2.28215	3.04458	4.31024	3.87663	2.87515	3.05257	1.99772	2.00086	1.87835	2.04646
SPC25	5.69092	6.29668	5.39148	6.52919	7.89977	9.38903	4.01342	5.37892	6.16546	4.88795	3.61255	4.7294
SPCS1	204.123705	191.195819	211.124725	219.502105	216.535987	230.476487	221.792539	211.166413	202.411316	220.339775	245.037704009949	237.804976
SPCS2	86.3568	84.7407	96.5872	96.3646	95.0608	91.1722	93.7051	87.0521	89.8502	87.0148	92.7504	91.0217
SPCS2P1	0	0	0	0	0	0	0	0	0	0	0	0
SPCS2P3	0	0	0	0	0	0	0	0	0	0	0	0
SPCS2P4	61.0231	68.9053	68.1231	68.2915	78.7697	72.2268	66.8433	71.8103	69.733	58.4657	58.7579	67.4506
SPCS3	75.515	73.4744	82.6761	86.4663	70.6022	81.9654	74.5345	70.7526	57.4385	72.9983	81.9721	77.9031
SPDEF	0	0	0	0	0	0	0	0	0.034916200421713	0.0317217	0	0
SPDL1	156.50255	142.37641	135.805	147.27171	94.5262	93.54879	86.36424	81.10858	125.63347	134.93806	117.091	142.7543
SPDYA	0.170161	0.0819355	0.213007	0.142563	0.105564	0.043499	0.0832551	0	0	0.16882	0.058712	0.217098
SPDYC	0	0	0	0.0623245	0	0	0	0	0	0.0694559	0	0.0735164
SPDYE1	0.348879	0.148535	0.168232	0.175146	0.22275	0.150781	0.178157	0.363388	0.192862	0.131082	0.167963	0.300663
SPDYE10P	1.02284	1.07394	0.365888	1.09331	0.167151	0.131852524	0.641884	0.168626	0.28139140543	0.190685	0.48961	0.107294
SPDYE11	0.0675311	0.4113722	0.6477561	0.834578	0.349054	0.289837	0.0675777	0.6996607	0.445381	0.399331	0.588287	0.9797269
SPDYE12P	1.15651	1.29047	1.41705	1.70871	1.9721	2.13159	1.2866	1.55494	1.77452	1.22224	0.797726	0.709003
SPDYE13P	0	0	0	0	0	0	0	0	0	0	0	0
SPDYE14P	0	0	0	0	0.18631	0	0	0	0	0	0	0
SPDYE15P	1.15173	0.259689	0.135355	0.433495	0.756475	0.858595	0.330879	0.103151	0.696748	0.50272	0.595957	0
SPDYE16	3.10264	2.87549	2.986372	3.8235842	2.919005	2.7740147	2.72162	2.72715	2.705352	2.13856	2.42235	2.39447
SPDYE17	0.32936	0.54994	1.08925	0.406371	0.199545	0	0.300498	0.378946	0.346907	0.447197	0.355025	0.495464
SPDYE18	0	0	0	0	0	0	0	0.140181	0	0	0	0
SPDYE19P	0	0	0	0	0.101548	0	0	0	0.114118	0	0.115088	0.221087
SPDYE2	0.556489	0.2461062	0.355733	0.404224197	0.0312903	0.1796854	0.2174952	0.172928	0.638708	0.119649	0.773366	0.3892905
SPDYE20P	0	0	0	0	0	0	0	0	0	0	0	0
SPDYE21P	0.500568	0.299487	0.220589	0.195504	0	0.247363	0.12073	0.0807152	0.257455	0.0513601	0.436888	0
SPDYE22P	0	0	0	0.0827039	0	0	0	0	0	0	0	0
SPDYE2B	0.156297274	0.4605	0.456621	0.40492312	0.103932	0.3761214	0.329676	0.172928	0.316683167393	0.483365	0.211737	0.548527
SPDYE3	0.880661	1.01035	0.900012	0.789915	0.591807	0.476827	0.525476	0.369713	0.782402	0.827579	0.710096	0.732958
SPDYE4	0	0	0	0	0	0	0	0	0	0	0	0
